MGRS: 11S
NLCD: 

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
      climo_median   0.1269   0.0850  -0.0107   0.7947   0.0609   0.7551     6022
             conor   0.1014   0.0750  -0.0003   0.8491   0.0522   0.8412     6022
     interp_clim_a   0.1084   0.0805   0.0035   0.8057   0.0713   0.8190     6022
     interp_clim_b   0.1092   0.0811   0.0038   0.8056   0.0716   0.8163     6022
     interp_clim_c   0.1093   0.0794  -0.0015   0.8179   0.0620   0.8154     6022
       whit_a_0p50   0.1280   0.0943   0.0073   0.8432   0.0620   0.7575     6022
       whit_a_0p20   0.1290   0.0950   0.0070   0.8579   0.0565   0.7573     6022
       whit_a_0p10   0.1308   0.0965   0.0068   0.8658   0.0536   0.7533     6022
       whit_a_0p05   0.1329   0.0981   0.0066   0.8708   0.0516   0.7480     6022
       whit_a_0p01   0.1362   0.1006   0.0064   0.8756   0.0497   0.7392     6022

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1280   0.0914   0.0006   0.8321   0.0604   0.8028     6025
        climo_mean   0.1197   0.0827  -0.0010   0.8204   0.0629   0.8267     6025
      climo_median   0.1248   0.0791  -0.0088   0.8486   0.0451   0.8140     6025
             conor   0.0998   0.0703  -0.0010   0.8686   0.0458   0.8796     6025
     interp_clim_a   0.1071   0.0767  -0.0002   0.8262   0.0617   0.8629     6025
     interp_clim_b   0.1078   0.0772  -0.0001   0.8260   0.0619   0.8607     6025
     interp_clim_c   0.1080   0.0753  -0.0041   0.8403   0.0528   0.8595     6025
       whit_a_0p50   0.1312   0.0931   0.0016   0.8596   0.0517   0.7968     6025
       whit_a_0p20   0.1329   0.0943   0.0017   0.8730   0.0469   0.7942     6025
       whit_a_0p10   0.1352   0.0961   0.0018   0.8795   0.0447   0.7892     6025
       whit_a_0p05   0.1377   0.0981   0.0019   0.8834   0.0434   0.7835     6025
       whit_a_0p01   0.1414   0.1010   0.0021   0.8869   0.0424   0.7746     6025

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1118   0.0782   0.0015   0.8472   0.0549   0.8652     6025
        climo_mean   0.1149   0.0751  -0.0018   0.8529   0.0495   0.8571     6025
      climo_median   0.1210   0.0713  -0.0085   0.8795   0.0335   0.8439     6025
             conor   0.0895   0.0608  -0.0013   0.8972   0.0346   0.9135     6025
     interp_clim_a   0.0967   0.0673  -0.0002   0.8500   0.0522   0.9018     6025
     interp_clim_b   0.0969   0.0674  -0.0002   0.8498   0.0522   0.9013     6025
     interp_clim_c   0.0979   0.0654  -0.0035   0.8633   0.0442   0.8978     6025
       whit_a_0p50   0.1162   0.0808   0.0004   0.8877   0.0396   0.8551     6025
       whit_a_0p20   0.1180   0.0819  -0.0000   0.8993   0.0352   0.8519     6025
       whit_a_0p10   0.1200   0.0833  -0.0001   0.9039   0.0334   0.8479     6025
       whit_a_0p05   0.1220   0.0849  -0.0002   0.9065   0.0325   0.8435     6025
       whit_a_0p01   0.1252   0.0875  -0.0001   0.9086   0.0318   0.8365     6025

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1426   0.1051   0.0026   0.8051   0.0722   0.7173     6022
        climo_mean   0.1279   0.0926  -0.0012   0.7597   0.0847   0.7639     6022
      climo_median   0.1324   0.0887  -0.0105   0.7853   0.0663   0.7502     6022
             conor   0.1082   0.0799  -0.0014   0.8195   0.0632   0.8312     6022
     interp_clim_a   0.1177   0.0874   0.0007   0.7824   0.0785   0.8005     6022
     interp_clim_b   0.1189   0.0881   0.0010   0.7816   0.0790   0.7961     6022
     interp_clim_c   0.1184   0.0860  -0.0039   0.7952   0.0692   0.7977     6022
       whit_a_0p50   0.1432   0.1054   0.0041   0.8116   0.0715   0.7168     6022
       whit_a_0p20   0.1446   0.1060   0.0039   0.8246   0.0666   0.7151     6022
       whit_a_0p10   0.1469   0.1076   0.0037   0.8315   0.0639   0.7094     6022
       whit_a_0p05   0.1495   0.1094   0.0035   0.8357   0.0622   0.7027     6022
       whit_a_0p01   0.1534   0.1123   0.0032   0.8392   0.0607   0.6918     6022

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1423   0.1022  -0.0005   0.8002   0.0710   0.7570     6025
        climo_mean   0.1229   0.0836  -0.0012   0.8161   0.0646   0.8170     6025
      climo_median   0.1292   0.0798  -0.0088   0.8427   0.0475   0.8009     6025
             conor   0.1061   0.0735  -0.0009   0.8533   0.0516   0.8637     6025
     interp_clim_a   0.1143   0.0817  -0.0009   0.8082   0.0678   0.8432     6025
     interp_clim_b   0.1151   0.0821  -0.0009   0.8073   0.0680   0.8409     6025
     interp_clim_c   0.1156   0.0803  -0.0046   0.8215   0.0593   0.8388     6025
       whit_a_0p50   0.1452   0.1041   0.0005   0.8332   0.0602   0.7531     6025
       whit_a_0p20   0.1482   0.1059   0.0008   0.8449   0.0562   0.7467     6025
       whit_a_0p10   0.1514   0.1081   0.0010   0.8501   0.0546   0.7389     6025
       whit_a_0p05   0.1545   0.1103   0.0012   0.8526   0.0539   0.7310     6025
       whit_a_0p01   0.1590   0.1136   0.0015   0.8539   0.0537   0.7191     6025

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1231   0.0869   0.0085   0.8293   0.0672   0.8273     6025
        climo_mean   0.1122   0.0738   0.0000   0.8567   0.0493   0.8560     6025
      climo_median   0.1172   0.0694  -0.0066   0.8855   0.0328   0.8453     6025
             conor   0.0947   0.0639  -0.0002   0.8914   0.0371   0.8973     6025
     interp_clim_a   0.0997   0.0708   0.0043   0.8430   0.0583   0.8888     6025
     interp_clim_b   0.1000   0.0709   0.0043   0.8428   0.0584   0.8879     6025
     interp_clim_c   0.1001   0.0686   0.0010   0.8574   0.0500   0.8862     6025
       whit_a_0p50   0.1309   0.0914   0.0062   0.8816   0.0469   0.8106     6025
       whit_a_0p20   0.1352   0.0939   0.0058   0.8937   0.0424   0.8018     6025
       whit_a_0p10   0.1387   0.0964   0.0059   0.8977   0.0410   0.7937     6025
       whit_a_0p05   0.1420   0.0989   0.0061   0.8992   0.0407   0.7860     6025
       whit_a_0p01   0.1466   0.1024   0.0065   0.8991   0.0412   0.7746     6025

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1550   0.1127  -0.0063   0.7886   0.0707   0.6928     6022
        climo_mean   0.1255   0.0897   0.0012   0.7816   0.0808   0.7897     6022
      climo_median   0.1290   0.0849  -0.0078   0.8109   0.0610   0.7797     6022
             conor   0.1104   0.0802   0.0008   0.8228   0.0653   0.8374     6022
     interp_clim_a   0.1215   0.0885  -0.0025   0.7851   0.0757   0.8033     6022
     interp_clim_b   0.1228   0.0894  -0.0025   0.7838   0.0763   0.7990     6022
     interp_clim_c   0.1217   0.0870  -0.0070   0.7998   0.0659   0.8029     6022
       whit_a_0p50   0.1561   0.1136  -0.0019   0.8006   0.0707   0.6917     6022
       whit_a_0p20   0.1580   0.1149  -0.0023   0.8112   0.0665   0.6883     6022
       whit_a_0p10   0.1605   0.1166  -0.0028   0.8171   0.0638   0.6826     6022
       whit_a_0p05   0.1630   0.1186  -0.0032   0.8210   0.0620   0.6761     6022
       whit_a_0p01   0.1669   0.1216  -0.0036   0.8247   0.0602   0.6658     6022

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1641   0.1173   0.0032   0.7696   0.0846   0.6803     6025
        climo_mean   0.1198   0.0825   0.0019   0.8215   0.0650   0.8232     6025
      climo_median   0.1247   0.0783  -0.0058   0.8488   0.0476   0.8105     6025
             conor   0.1081   0.0752   0.0020   0.8487   0.0555   0.8562     6025
     interp_clim_a   0.1203   0.0869   0.0025   0.7956   0.0748   0.8227     6025
     interp_clim_b   0.1216   0.0877   0.0026   0.7944   0.0752   0.8185     6025
     interp_clim_c   0.1205   0.0851  -0.0013   0.8092   0.0661   0.8214     6025
       whit_a_0p50   0.1736   0.1224   0.0038   0.8051   0.0727   0.6605     6025
       whit_a_0p20   0.1792   0.1266   0.0044   0.8151   0.0698   0.6479     6025
       whit_a_0p10   0.1836   0.1299   0.0047   0.8180   0.0690   0.6368     6025
       whit_a_0p05   0.1874   0.1328   0.0050   0.8187   0.0691   0.6266     6025
       whit_a_0p01   0.1927   0.1368   0.0055   0.8177   0.0700   0.6122     6025

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1556   0.1118   0.0234   0.7772   0.0990   0.7150     6025
        climo_mean   0.1176   0.0788  -0.0006   0.8302   0.0570   0.8301     6025
      climo_median   0.1233   0.0747  -0.0085   0.8573   0.0399   0.8162     6025
             conor   0.1068   0.0722  -0.0006   0.8543   0.0488   0.8599     6025
     interp_clim_a   0.1159   0.0830   0.0114   0.8037   0.0780   0.8381     6025
     interp_clim_b   0.1169   0.0836   0.0116   0.8028   0.0785   0.8349     6025
     interp_clim_c   0.1158   0.0806   0.0074   0.8173   0.0694   0.8365     6025
       whit_a_0p50   0.1677   0.1173   0.0158   0.8205   0.0767   0.6848     6025
       whit_a_0p20   0.1741   0.1221   0.0139   0.8325   0.0707   0.6697     6025
       whit_a_0p10   0.1794   0.1262   0.0134   0.8360   0.0690   0.6563     6025
       whit_a_0p05   0.1839   0.1298   0.0134   0.8369   0.0687   0.6443     6025
       whit_a_0p01   0.1899   0.1346   0.0137   0.8358   0.0694   0.6281     6025

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1744   0.1240  -0.0257   0.7508   0.0676   0.6544     6022
        climo_mean   0.1259   0.0883  -0.0008   0.8042   0.0725   0.8084     6022
      climo_median   0.1313   0.0842  -0.0091   0.8299   0.0546   0.7942     6022
             conor   0.1148   0.0813  -0.0006   0.8293   0.0633   0.8410     6022
     interp_clim_a   0.1287   0.0921  -0.0132   0.7775   0.0701   0.8028     6022
     interp_clim_b   0.1301   0.0931  -0.0137   0.7759   0.0702   0.7984     6022
     interp_clim_c   0.1299   0.0911  -0.0174   0.7904   0.0611   0.7999     6022
       whit_a_0p50   0.1788   0.1264  -0.0163   0.7837   0.0647   0.6460     6022
       whit_a_0p20   0.1832   0.1298  -0.0138   0.7920   0.0641   0.6352     6022
       whit_a_0p10   0.1868   0.1327  -0.0129   0.7952   0.0638   0.6261     6022
       whit_a_0p05   0.1900   0.1353  -0.0126   0.7963   0.0637   0.6176     6022
       whit_a_0p01   0.1944   0.1388  -0.0122   0.7963   0.0640   0.6054     6022

