MGRS: 16T
NLCD: 

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
      climo_median   0.1618   0.1162  -0.0001   0.5863   0.2322   0.5478     3921
             conor   0.1486   0.1159   0.0034   0.6781   0.1842   0.6216     3921
     interp_clim_a   0.1529   0.1186   0.0165   0.5807   0.2520   0.5988     3921
     interp_clim_b   0.1595   0.1229   0.0191   0.5754   0.2576   0.5645     3921
     interp_clim_c   0.1541   0.1169   0.0128   0.5835   0.2467   0.5903     3921
       whit_a_0p50   0.1842   0.1404  -0.0090   0.5747   0.2298   0.4477     3921
       whit_a_0p20   0.1855   0.1410  -0.0144   0.6019   0.2092   0.4538     3921
       whit_a_0p10   0.1876   0.1427  -0.0154   0.6180   0.1992   0.4527     3921
       whit_a_0p05   0.1900   0.1447  -0.0154   0.6294   0.1927   0.4491     3921
       whit_a_0p01   0.1938   0.1478  -0.0149   0.6418   0.1863   0.4419     3921

Randomly drop a two month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1702   0.1314   0.0171   0.6875   0.2560   0.6614     6158
        climo_mean   0.1222   0.0919   0.0042   0.8226   0.1398   0.8233     6158
      climo_median   0.1261   0.0890   0.0027   0.8372   0.1272   0.8125     6158
             conor   0.1157   0.0875   0.0019   0.8549   0.1129   0.8417     6158
     interp_clim_a   0.1284   0.0990   0.0107   0.7551   0.1979   0.8098     6158
     interp_clim_b   0.1314   0.1008   0.0125   0.7503   0.2034   0.8004     6158
     interp_clim_c   0.1285   0.0979   0.0099   0.7624   0.1916   0.8080     6158
       whit_a_0p50   0.1678   0.1284   0.0149   0.7421   0.2121   0.6755     6158
       whit_a_0p20   0.1658   0.1261   0.0123   0.7765   0.1832   0.6876     6158
       whit_a_0p10   0.1668   0.1265   0.0109   0.7928   0.1693   0.6879     6158
       whit_a_0p05   0.1686   0.1278   0.0100   0.8029   0.1606   0.6848     6158
       whit_a_0p01   0.1719   0.1301   0.0090   0.8125   0.1523   0.6777     6158

Randomly drop a two month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1449   0.1135  -0.0305   0.7348   0.2016   0.7278     6158
        climo_mean   0.1043   0.0775   0.0013   0.8516   0.1312   0.8525     6158
      climo_median   0.1073   0.0753   0.0033   0.8644   0.1219   0.8444     6158
             conor   0.0986   0.0744   0.0012   0.8796   0.1065   0.8682     6158
     interp_clim_a   0.1081   0.0839  -0.0146   0.7932   0.1664   0.8480     6158
     interp_clim_b   0.1086   0.0842  -0.0144   0.7921   0.1675   0.8463     6158
     interp_clim_c   0.1081   0.0831  -0.0136   0.7996   0.1617   0.8465     6158
       whit_a_0p50   0.1428   0.1098  -0.0129   0.7648   0.1929   0.7275     6158
       whit_a_0p20   0.1397   0.1067  -0.0075   0.7960   0.1710   0.7403     6158
       whit_a_0p10   0.1400   0.1069  -0.0054   0.8112   0.1598   0.7411     6158
       whit_a_0p05   0.1413   0.1081  -0.0042   0.8203   0.1530   0.7383     6158
       whit_a_0p01   0.1440   0.1103  -0.0033   0.8287   0.1466   0.7318     6158

Randomly drop a two month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2060   0.1597   0.0795   0.6491   0.2979   0.4863     6009
        climo_mean   0.1483   0.1154   0.0006   0.6481   0.2197   0.6540     6009
      climo_median   0.1526   0.1108  -0.0061   0.6601   0.2055   0.6354     6009
             conor   0.1421   0.1106   0.0000   0.6967   0.1888   0.6826     6009
     interp_clim_a   0.1566   0.1229   0.0401   0.6486   0.2588   0.6397     6009
     interp_clim_b   0.1638   0.1277   0.0451   0.6410   0.2685   0.6112     6009
     interp_clim_c   0.1569   0.1215   0.0367   0.6546   0.2517   0.6348     6009
       whit_a_0p50   0.2048   0.1587   0.0473   0.6643   0.2562   0.4630     6009
       whit_a_0p20   0.2039   0.1571   0.0343   0.6822   0.2321   0.4654     6009
       whit_a_0p10   0.2053   0.1578   0.0283   0.6923   0.2199   0.4631     6009
       whit_a_0p05   0.2074   0.1592   0.0246   0.6992   0.2119   0.4589     6009
       whit_a_0p01   0.2109   0.1619   0.0209   0.7063   0.2037   0.4512     6009

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1981   0.1543   0.0181   0.6133   0.3128   0.5486     6158
        climo_mean   0.1256   0.0941  -0.0012   0.8135   0.1410   0.8140     6158
      climo_median   0.1301   0.0910  -0.0023   0.8283   0.1285   0.8013     6158
             conor   0.1202   0.0904  -0.0014   0.8349   0.1244   0.8296     6158
     interp_clim_a   0.1404   0.1088   0.0084   0.7134   0.2269   0.7728     6158
     interp_clim_b   0.1448   0.1113   0.0112   0.7058   0.2354   0.7577     6158
     interp_clim_c   0.1407   0.1079   0.0079   0.7208   0.2206   0.7703     6158
       whit_a_0p50   0.1969   0.1512   0.0155   0.6873   0.2538   0.5698     6158
       whit_a_0p20   0.1955   0.1491   0.0132   0.7229   0.2243   0.5841     6158
       whit_a_0p10   0.1967   0.1496   0.0120   0.7399   0.2102   0.5859     6158
       whit_a_0p05   0.1986   0.1509   0.0113   0.7505   0.2015   0.5839     6158
       whit_a_0p01   0.2019   0.1534   0.0105   0.7604   0.1931   0.5779     6158

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1811   0.1418  -0.0459   0.6644   0.2475   0.6009     6158
        climo_mean   0.1039   0.0776   0.0015   0.8534   0.1297   0.8573     6158
      climo_median   0.1063   0.0747   0.0031   0.8667   0.1196   0.8508     6158
             conor   0.1005   0.0760   0.0001   0.8763   0.1083   0.8664     6158
     interp_clim_a   0.1220   0.0951  -0.0222   0.7589   0.1886   0.8131     6158
     interp_clim_b   0.1231   0.0957  -0.0219   0.7568   0.1908   0.8093     6158
     interp_clim_c   0.1215   0.0941  -0.0214   0.7656   0.1836   0.8134     6158
       whit_a_0p50   0.1794   0.1365  -0.0153   0.7035   0.2439   0.5965     6158
       whit_a_0p20   0.1764   0.1328  -0.0076   0.7367   0.2226   0.6137     6158
       whit_a_0p10   0.1765   0.1323  -0.0047   0.7537   0.2107   0.6179     6158
       whit_a_0p05   0.1776   0.1331  -0.0032   0.7647   0.2025   0.6176     6158
       whit_a_0p01   0.1800   0.1351  -0.0022   0.7758   0.1938   0.6141     6158

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2155   0.1678   0.0895   0.6365   0.3223   0.4748     6009
        climo_mean   0.1446   0.1110  -0.0040   0.6757   0.2037   0.6846     6009
      climo_median   0.1498   0.1071  -0.0094   0.6833   0.1935   0.6634     6009
             conor   0.1396   0.1076  -0.0050   0.7095   0.1811   0.7061     6009
     interp_clim_a   0.1582   0.1238   0.0427   0.6561   0.2630   0.6498     6009
     interp_clim_b   0.1658   0.1291   0.0483   0.6461   0.2750   0.6212     6009
     interp_clim_c   0.1586   0.1228   0.0400   0.6599   0.2579   0.6450     6009
       whit_a_0p50   0.2136   0.1656   0.0514   0.6602   0.2690   0.4497     6009
       whit_a_0p20   0.2136   0.1653   0.0376   0.6745   0.2461   0.4476     6009
       whit_a_0p10   0.2158   0.1671   0.0319   0.6828   0.2350   0.4427     6009
       whit_a_0p05   0.2186   0.1694   0.0286   0.6887   0.2280   0.4366     6009
       whit_a_0p01   0.2232   0.1731   0.0257   0.6948   0.2212   0.4267     6009

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2187   0.1724   0.0189   0.5609   0.3527   0.4588     6158
        climo_mean   0.1230   0.0928   0.0010   0.8183   0.1391   0.8204     6158
      climo_median   0.1265   0.0891  -0.0004   0.8347   0.1253   0.8106     6158
             conor   0.1194   0.0902  -0.0003   0.8340   0.1260   0.8307     6158
     interp_clim_a   0.1473   0.1163   0.0100   0.6896   0.2459   0.7480     6158
     interp_clim_b   0.1524   0.1195   0.0135   0.6796   0.2571   0.7295     6158
     interp_clim_c   0.1470   0.1152   0.0093   0.6978   0.2390   0.7475     6158
       whit_a_0p50   0.2211   0.1716   0.0186   0.6441   0.2892   0.4797     6158
       whit_a_0p20   0.2220   0.1708   0.0161   0.6762   0.2623   0.4891     6158
       whit_a_0p10   0.2243   0.1720   0.0147   0.6906   0.2500   0.4885     6158
       whit_a_0p05   0.2270   0.1738   0.0138   0.6989   0.2427   0.4847     6158
       whit_a_0p01   0.2311   0.1770   0.0126   0.7063   0.2359   0.4772     6158

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2135   0.1695  -0.0563   0.5943   0.2926   0.4861     6158
        climo_mean   0.1068   0.0800  -0.0011   0.8587   0.1205   0.8554     6158
      climo_median   0.1098   0.0770  -0.0001   0.8752   0.1073   0.8479     6158
             conor   0.1041   0.0784  -0.0017   0.8749   0.1059   0.8627     6158
     interp_clim_a   0.1363   0.1077  -0.0287   0.7265   0.2065   0.7781     6158
     interp_clim_b   0.1387   0.1090  -0.0276   0.7213   0.2121   0.7685     6158
     interp_clim_c   0.1353   0.1064  -0.0282   0.7348   0.1999   0.7805     6158
       whit_a_0p50   0.2147   0.1655  -0.0193   0.6458   0.2853   0.4786     6158
       whit_a_0p20   0.2138   0.1630  -0.0082   0.6746   0.2717   0.4903     6158
       whit_a_0p10   0.2149   0.1630  -0.0037   0.6888   0.2640   0.4926     6158
       whit_a_0p05   0.2167   0.1640  -0.0012   0.6976   0.2589   0.4913     6158
       whit_a_0p01   0.2198   0.1661   0.0008   0.7060   0.2536   0.4865     6158

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2182   0.1701   0.0999   0.6497   0.3301   0.4945     6009
        climo_mean   0.1411   0.1080   0.0017   0.7057   0.1951   0.7069     6009
      climo_median   0.1451   0.1035  -0.0026   0.7168   0.1835   0.6912     6009
             conor   0.1366   0.1047   0.0006   0.7329   0.1761   0.7252     6009
     interp_clim_a   0.1577   0.1230   0.0508   0.6777   0.2626   0.6721     6009
     interp_clim_b   0.1651   0.1280   0.0565   0.6671   0.2753   0.6463     6009
     interp_clim_c   0.1581   0.1220   0.0487   0.6833   0.2568   0.6673     6009
       whit_a_0p50   0.2207   0.1708   0.0618   0.6951   0.2622   0.4598     6009
       whit_a_0p20   0.2218   0.1709   0.0456   0.7059   0.2389   0.4508     6009
       whit_a_0p10   0.2243   0.1725   0.0382   0.7110   0.2281   0.4430     6009
       whit_a_0p05   0.2271   0.1746   0.0337   0.7147   0.2212   0.4358     6009
       whit_a_0p01   0.2316   0.1782   0.0294   0.7191   0.2141   0.4255     6009

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2464   0.1935   0.0073   0.5002   0.3921   0.3495     6158
        climo_mean   0.1233   0.0926   0.0003   0.8214   0.1378   0.8207     6158
      climo_median   0.1274   0.0893  -0.0016   0.8357   0.1249   0.8094     6158
             conor   0.1202   0.0902  -0.0005   0.8342   0.1272   0.8297     6158
     interp_clim_a   0.1583   0.1242   0.0038   0.6608   0.2649   0.7078     6158
     interp_clim_b   0.1639   0.1279   0.0076   0.6498   0.2772   0.6855     6158
     interp_clim_c   0.1580   0.1234   0.0029   0.6679   0.2585   0.7080     6158
       whit_a_0p50   0.2610   0.1992   0.0064   0.5796   0.3301   0.3492     6158
       whit_a_0p20   0.2640   0.2004   0.0060   0.6112   0.3053   0.3578     6158
       whit_a_0p10   0.2676   0.2032   0.0057   0.6253   0.2941   0.3571     6158
       whit_a_0p05   0.2711   0.2060   0.0053   0.6336   0.2873   0.3540     6158
       whit_a_0p01   0.2765   0.2103   0.0047   0.6408   0.2813   0.3471     6158

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2711   0.2162  -0.0625   0.4603   0.3774   0.2831     6158
        climo_mean   0.1182   0.0883   0.0020   0.8310   0.1397   0.8338     6158
      climo_median   0.1222   0.0854   0.0015   0.8441   0.1286   0.8228     6158
             conor   0.1168   0.0873   0.0024   0.8388   0.1337   0.8378     6158
     interp_clim_a   0.1663   0.1322  -0.0303   0.6456   0.2586   0.6842     6158
     interp_clim_b   0.1706   0.1350  -0.0276   0.6359   0.2691   0.6641     6158
     interp_clim_c   0.1658   0.1313  -0.0305   0.6522   0.2530   0.6856     6158
       whit_a_0p50   0.2943   0.2286  -0.0468   0.5023   0.3590   0.2500     6158
       whit_a_0p20   0.2990   0.2309  -0.0364   0.5212   0.3539   0.2491     6158
       whit_a_0p10   0.3030   0.2332  -0.0313   0.5302   0.3517   0.2464     6158
       whit_a_0p05   0.3066   0.2355  -0.0281   0.5354   0.3506   0.2430     6158
       whit_a_0p01   0.3115   0.2392  -0.0249   0.5399   0.3502   0.2376     6158

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2237   0.1732   0.0871   0.5872   0.3828   0.4781     6009
        climo_mean   0.1292   0.0972  -0.0022   0.7879   0.1497   0.7852     6009
      climo_median   0.1323   0.0934  -0.0047   0.8045   0.1353   0.7759     6009
             conor   0.1257   0.0948  -0.0032   0.8050   0.1365   0.7968     6009
     interp_clim_a   0.1529   0.1179   0.0425   0.6876   0.2663   0.7238     6009
     interp_clim_b   0.1610   0.1231   0.0485   0.6730   0.2827   0.6973     6009
     interp_clim_c   0.1525   0.1169   0.0412   0.6959   0.2591   0.7232     6009
       whit_a_0p50   0.2277   0.1751   0.0707   0.6896   0.2931   0.4839     6009
       whit_a_0p20   0.2310   0.1767   0.0586   0.7249   0.2557   0.4809     6009
       whit_a_0p10   0.2352   0.1801   0.0519   0.7394   0.2386   0.4726     6009
       whit_a_0p05   0.2394   0.1835   0.0474   0.7471   0.2286   0.4638     6009
       whit_a_0p01   0.2452   0.1883   0.0425   0.7528   0.2195   0.4510     6009

