MGRS: 12S
NLCD: 

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
       whit_a_0p05   0.1172   0.0871   0.0045   0.8097   0.0705   0.6865     7769
       whit_a_0p01   0.1197   0.0890   0.0050   0.8134   0.0697   0.6777     7769

Randomly drop a two month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1133   0.0836  -0.0001   0.8405   0.0618   0.8170     8192
        climo_mean   0.1115   0.0798  -0.0013   0.8219   0.0678   0.8223     8192
      climo_median   0.1156   0.0769  -0.0072   0.8446   0.0531   0.8111     8192
             conor   0.0875   0.0644  -0.0012   0.8855   0.0432   0.8905     8192
     interp_clim_a   0.0975   0.0718  -0.0007   0.8312   0.0648   0.8656     8192
     interp_clim_b   0.0981   0.0722  -0.0006   0.8305   0.0652   0.8636     8192
     interp_clim_c   0.0984   0.0708  -0.0036   0.8426   0.0574   0.8622     8192
       whit_a_0p50   0.1157   0.0852  -0.0003   0.8568   0.0553   0.8110     8192
       whit_a_0p20   0.1152   0.0847  -0.0005   0.8712   0.0494   0.8142     8192
       whit_a_0p10   0.1161   0.0854  -0.0007   0.8785   0.0465   0.8126     8192
       whit_a_0p05   0.1175   0.0866  -0.0008   0.8830   0.0446   0.8092     8192
       whit_a_0p01   0.1201   0.0886  -0.0010   0.8874   0.0427   0.8026     8192

Randomly drop a two month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1036   0.0757  -0.0081   0.8531   0.0521   0.8777     8192
        climo_mean   0.1116   0.0762  -0.0034   0.8554   0.0559   0.8565     8192
      climo_median   0.1160   0.0735  -0.0076   0.8777   0.0426   0.8465     8192
             conor   0.0826   0.0595  -0.0013   0.9118   0.0349   0.9213     8192
     interp_clim_a   0.0925   0.0663  -0.0057   0.8543   0.0540   0.9045     8192
     interp_clim_b   0.0926   0.0664  -0.0058   0.8539   0.0540   0.9044     8192
     interp_clim_c   0.0935   0.0653  -0.0078   0.8654   0.0473   0.9012     8192
       whit_a_0p50   0.1063   0.0776  -0.0056   0.8797   0.0437   0.8702     8192
       whit_a_0p20   0.1051   0.0766  -0.0047   0.8972   0.0374   0.8735     8192
       whit_a_0p10   0.1056   0.0771  -0.0042   0.9057   0.0344   0.8727     8192
       whit_a_0p05   0.1068   0.0781  -0.0038   0.9110   0.0326   0.8704     8192
       whit_a_0p01   0.1090   0.0799  -0.0034   0.9158   0.0311   0.8658     8192

Randomly drop a two month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1268   0.0934   0.0136   0.8237   0.0776   0.7084     8189
        climo_mean   0.1126   0.0840  -0.0006   0.7412   0.0934   0.7525     8189
      climo_median   0.1161   0.0811  -0.0076   0.7590   0.0799   0.7386     8189
             conor   0.0951   0.0712  -0.0013   0.8203   0.0639   0.8236     8189
     interp_clim_a   0.1040   0.0786   0.0065   0.7824   0.0855   0.7898     8189
     interp_clim_b   0.1055   0.0795   0.0071   0.7819   0.0863   0.7838     8189
     interp_clim_c   0.1049   0.0777   0.0030   0.7914   0.0787   0.7854     8189
       whit_a_0p50   0.1281   0.0946   0.0098   0.8167   0.0763   0.7006     8189
       whit_a_0p20   0.1279   0.0944   0.0080   0.8276   0.0706   0.7036     8189
       whit_a_0p10   0.1292   0.0953   0.0071   0.8339   0.0674   0.7006     8189
       whit_a_0p05   0.1309   0.0966   0.0065   0.8383   0.0652   0.6956     8189
       whit_a_0p01   0.1339   0.0990   0.0058   0.8428   0.0629   0.6863     8189

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1290   0.0951  -0.0008   0.8060   0.0750   0.7675     8192
        climo_mean   0.1125   0.0806  -0.0029   0.8186   0.0680   0.8219     8192
      climo_median   0.1165   0.0776  -0.0085   0.8401   0.0540   0.8108     8192
             conor   0.0942   0.0690  -0.0023   0.8625   0.0515   0.8753     8192
     interp_clim_a   0.1035   0.0767  -0.0018   0.8123   0.0715   0.8509     8192
     interp_clim_b   0.1046   0.0773  -0.0016   0.8116   0.0720   0.8476     8192
     interp_clim_c   0.1040   0.0758  -0.0046   0.8231   0.0645   0.8489     8192
       whit_a_0p50   0.1335   0.0982  -0.0004   0.8326   0.0650   0.7568     8192
       whit_a_0p20   0.1344   0.0986  -0.0005   0.8473   0.0592   0.7566     8192
       whit_a_0p10   0.1362   0.0999  -0.0005   0.8544   0.0564   0.7526     8192
       whit_a_0p05   0.1383   0.1015  -0.0004   0.8587   0.0548   0.7473     8192
       whit_a_0p01   0.1416   0.1042  -0.0003   0.8625   0.0534   0.7384     8192

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1214   0.0887  -0.0062   0.8076   0.0719   0.8278     8192
        climo_mean   0.1107   0.0769  -0.0023   0.8513   0.0580   0.8562     8192
      climo_median   0.1152   0.0741  -0.0071   0.8751   0.0436   0.8457     8192
             conor   0.0908   0.0652  -0.0007   0.8911   0.0435   0.9033     8192
     interp_clim_a   0.0995   0.0726  -0.0043   0.8294   0.0650   0.8877     8192
     interp_clim_b   0.0996   0.0727  -0.0043   0.8291   0.0650   0.8874     8192
     interp_clim_c   0.1002   0.0713  -0.0066   0.8413   0.0578   0.8845     8192
       whit_a_0p50   0.1258   0.0918  -0.0011   0.8511   0.0594   0.8155     8192
       whit_a_0p20   0.1262   0.0921   0.0001   0.8684   0.0535   0.8161     8192
       whit_a_0p10   0.1277   0.0932   0.0006   0.8763   0.0508   0.8133     8192
       whit_a_0p05   0.1294   0.0946   0.0008   0.8808   0.0492   0.8094     8192
       whit_a_0p01   0.1323   0.0970   0.0010   0.8847   0.0478   0.8028     8192

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1391   0.1030   0.0140   0.8087   0.0842   0.6675     8189
        climo_mean   0.1159   0.0865  -0.0003   0.7510   0.0910   0.7457     8189
      climo_median   0.1197   0.0832  -0.0075   0.7702   0.0767   0.7320     8189
             conor   0.0993   0.0746  -0.0005   0.8070   0.0703   0.8135     8189
     interp_clim_a   0.1102   0.0833   0.0069   0.7799   0.0876   0.7710     8189
     interp_clim_b   0.1123   0.0844   0.0077   0.7784   0.0889   0.7628     8189
     interp_clim_c   0.1110   0.0823   0.0032   0.7895   0.0804   0.7677     8189
       whit_a_0p50   0.1417   0.1052   0.0087   0.8017   0.0814   0.6544     8189
       whit_a_0p20   0.1423   0.1051   0.0067   0.8112   0.0759   0.6550     8189
       whit_a_0p10   0.1440   0.1063   0.0059   0.8172   0.0729   0.6507     8189
       whit_a_0p05   0.1462   0.1080   0.0055   0.8213   0.0710   0.6446     8189
       whit_a_0p01   0.1497   0.1108   0.0051   0.8255   0.0691   0.6340     8189

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1415   0.1038   0.0021   0.7841   0.0858   0.7199     8192
        climo_mean   0.1140   0.0817  -0.0018   0.8083   0.0725   0.8146     8192
      climo_median   0.1181   0.0789  -0.0075   0.8311   0.0579   0.8026     8192
             conor   0.0990   0.0723  -0.0016   0.8461   0.0580   0.8604     8192
     interp_clim_a   0.1096   0.0817   0.0001   0.7962   0.0791   0.8298     8192
     interp_clim_b   0.1108   0.0824   0.0005   0.7956   0.0797   0.8258     8192
     interp_clim_c   0.1102   0.0806  -0.0027   0.8076   0.0718   0.8272     8192
       whit_a_0p50   0.1481   0.1084   0.0034   0.8179   0.0740   0.7052     8192
       whit_a_0p20   0.1502   0.1101   0.0028   0.8319   0.0680   0.7019     8192
       whit_a_0p10   0.1527   0.1120   0.0023   0.8384   0.0650   0.6962     8192
       whit_a_0p05   0.1553   0.1141   0.0020   0.8418   0.0633   0.6895     8192
       whit_a_0p01   0.1592   0.1172   0.0017   0.8443   0.0620   0.6786     8192

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1371   0.1009  -0.0072   0.7718   0.0853   0.7725     8192
        climo_mean   0.1117   0.0774  -0.0032   0.8472   0.0588   0.8488     8192
      climo_median   0.1155   0.0745  -0.0078   0.8698   0.0450   0.8399     8192
             conor   0.0957   0.0678  -0.0015   0.8795   0.0474   0.8889     8192
     interp_clim_a   0.1060   0.0775  -0.0052   0.8095   0.0721   0.8679     8192
     interp_clim_b   0.1065   0.0777  -0.0051   0.8090   0.0724   0.8665     8192
     interp_clim_c   0.1063   0.0763  -0.0075   0.8208   0.0652   0.8660     8192
       whit_a_0p50   0.1452   0.1057  -0.0003   0.8288   0.0691   0.7519     8192
       whit_a_0p20   0.1478   0.1077   0.0027   0.8473   0.0646   0.7482     8192
       whit_a_0p10   0.1505   0.1097   0.0043   0.8550   0.0631   0.7425     8192
       whit_a_0p05   0.1533   0.1120   0.0054   0.8589   0.0626   0.7359     8192
       whit_a_0p01   0.1575   0.1155   0.0067   0.8612   0.0629   0.7252     8192

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1489   0.1098   0.0130   0.8035   0.0859   0.6447     8189
        climo_mean   0.1154   0.0859  -0.0013   0.7682   0.0848   0.7613     8189
      climo_median   0.1196   0.0835  -0.0085   0.7870   0.0705   0.7471     8189
             conor   0.1023   0.0765  -0.0013   0.8093   0.0694   0.8125     8189
     interp_clim_a   0.1137   0.0855   0.0059   0.7858   0.0854   0.7690     8189
     interp_clim_b   0.1160   0.0868   0.0065   0.7842   0.0866   0.7604     8189
     interp_clim_c   0.1145   0.0848   0.0022   0.7953   0.0782   0.7662     8189
       whit_a_0p50   0.1547   0.1143   0.0077   0.7983   0.0826   0.6219     8189
       whit_a_0p20   0.1559   0.1149   0.0037   0.8011   0.0776   0.6182     8189
       whit_a_0p10   0.1578   0.1163   0.0014   0.8034   0.0744   0.6127     8189
       whit_a_0p05   0.1600   0.1181  -0.0003   0.8049   0.0722   0.6061     8189
       whit_a_0p01   0.1636   0.1211  -0.0020   0.8058   0.0701   0.5950     8189

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1632   0.1196  -0.0003   0.7410   0.1007   0.6363     8192
        climo_mean   0.1150   0.0821  -0.0006   0.8124   0.0726   0.8110     8192
      climo_median   0.1188   0.0796  -0.0064   0.8365   0.0574   0.8004     8192
             conor   0.1056   0.0759  -0.0006   0.8354   0.0636   0.8407     8192
     interp_clim_a   0.1195   0.0883  -0.0004   0.7767   0.0867   0.7963     8192
     interp_clim_b   0.1210   0.0891  -0.0000   0.7758   0.0875   0.7910     8192
     interp_clim_c   0.1199   0.0873  -0.0034   0.7887   0.0791   0.7947     8192
       whit_a_0p50   0.1773   0.1293   0.0013   0.7748   0.0892   0.6011     8192
       whit_a_0p20   0.1833   0.1342   0.0018   0.7841   0.0860   0.5865     8192
       whit_a_0p10   0.1877   0.1377   0.0019   0.7872   0.0849   0.5750     8192
       whit_a_0p05   0.1914   0.1408   0.0020   0.7883   0.0846   0.5648     8192
       whit_a_0p01   0.1964   0.1450   0.0020   0.7880   0.0847   0.5507     8192

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1654   0.1200  -0.0101   0.7011   0.1081   0.6445     8192
        climo_mean   0.1127   0.0799  -0.0005   0.8336   0.0653   0.8322     8192
      climo_median   0.1167   0.0769  -0.0057   0.8571   0.0508   0.8219     8192
             conor   0.1027   0.0737  -0.0005   0.8564   0.0563   0.8605     8192
     interp_clim_a   0.1186   0.0872  -0.0053   0.7674   0.0867   0.8173     8192
     interp_clim_b   0.1197   0.0878  -0.0048   0.7668   0.0874   0.8135     8192
     interp_clim_c   0.1190   0.0861  -0.0079   0.7791   0.0794   0.8152     8192
       whit_a_0p50   0.1824   0.1309  -0.0071   0.7471   0.0929   0.5980     8192
       whit_a_0p20   0.1891   0.1363  -0.0049   0.7644   0.0883   0.5834     8192
       whit_a_0p10   0.1941   0.1405  -0.0033   0.7717   0.0870   0.5718     8192
       whit_a_0p05   0.1982   0.1440  -0.0020   0.7754   0.0868   0.5618     8192
       whit_a_0p01   0.2035   0.1485  -0.0004   0.7778   0.0874   0.5483     8192

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1541   0.1150   0.0132   0.8016   0.0884   0.6625     8189
        climo_mean   0.1145   0.0831  -0.0002   0.7955   0.0773   0.7958     8189
      climo_median   0.1186   0.0798  -0.0074   0.8144   0.0630   0.7832     8189
             conor   0.1040   0.0764   0.0004   0.8232   0.0674   0.8318     8189
     interp_clim_a   0.1148   0.0860   0.0065   0.7985   0.0828   0.7955     8189
     interp_clim_b   0.1164   0.0870   0.0070   0.7979   0.0836   0.7901     8189
     interp_clim_c   0.1155   0.0851   0.0029   0.8080   0.0757   0.7929     8189
       whit_a_0p50   0.1652   0.1237   0.0110   0.8239   0.0777   0.6342     8189
       whit_a_0p20   0.1709   0.1283   0.0086   0.8275   0.0740   0.6179     8189
       whit_a_0p10   0.1751   0.1316   0.0069   0.8283   0.0720   0.6056     8189
       whit_a_0p05   0.1788   0.1344   0.0056   0.8281   0.0708   0.5947     8189
       whit_a_0p01   0.1839   0.1382   0.0042   0.8269   0.0698   0.5795     8189

