MGRS: 13S
NLCD: 

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
       whit_a_0p10   0.1208   0.0886   0.0013   0.8583   0.0568   0.7700     7988
       whit_a_0p05   0.1224   0.0899   0.0012   0.8637   0.0546   0.7659     7988
       whit_a_0p01   0.1251   0.0921   0.0012   0.8690   0.0525   0.7585     7988

Randomly drop a two month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1128   0.0843  -0.0155   0.8115   0.0669   0.8275     7988
        climo_mean   0.1173   0.0854   0.0063   0.8160   0.0869   0.8102     7988
      climo_median   0.1214   0.0828   0.0026   0.8366   0.0741   0.7980     7988
             conor   0.0935   0.0695   0.0015   0.8725   0.0573   0.8792     7988
     interp_clim_a   0.1009   0.0752  -0.0046   0.8138   0.0769   0.8623     7988
     interp_clim_b   0.1011   0.0753  -0.0047   0.8135   0.0769   0.8616     7988
     interp_clim_c   0.1016   0.0744  -0.0065   0.8241   0.0705   0.8591     7988
       whit_a_0p50   0.1154   0.0857  -0.0087   0.8407   0.0610   0.8174     7988
       whit_a_0p20   0.1147   0.0853  -0.0066   0.8614   0.0540   0.8207     7988
       whit_a_0p10   0.1154   0.0860  -0.0057   0.8715   0.0505   0.8196     7988
       whit_a_0p05   0.1165   0.0870  -0.0050   0.8778   0.0484   0.8170     7988
       whit_a_0p01   0.1187   0.0888  -0.0044   0.8838   0.0465   0.8116     7988

Randomly drop a two month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1227   0.0914   0.0244   0.8160   0.0861   0.6688     7940
        climo_mean   0.1069   0.0794   0.0061   0.7236   0.0987   0.7139     7940
      climo_median   0.1095   0.0759  -0.0011   0.7394   0.0863   0.7009     7940
             conor   0.0923   0.0690   0.0020   0.8064   0.0669   0.7865     7940
     interp_clim_a   0.1006   0.0761   0.0153   0.7698   0.0924   0.7518     7940
     interp_clim_b   0.1023   0.0770   0.0160   0.7694   0.0933   0.7442     7940
     interp_clim_c   0.1009   0.0748   0.0117   0.7777   0.0862   0.7487     7940
       whit_a_0p50   0.1232   0.0915   0.0156   0.8157   0.0774   0.6611     7940
       whit_a_0p20   0.1237   0.0918   0.0121   0.8218   0.0719   0.6594     7940
       whit_a_0p10   0.1253   0.0930   0.0105   0.8255   0.0690   0.6534     7940
       whit_a_0p05   0.1274   0.0945   0.0095   0.8281   0.0671   0.6461     7940
       whit_a_0p01   0.1305   0.0970   0.0086   0.8310   0.0652   0.6345     7940

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1337   0.0999   0.0013   0.7634   0.0947   0.7033     7988
        climo_mean   0.1117   0.0823   0.0033   0.8018   0.0814   0.7897     7988
      climo_median   0.1150   0.0793  -0.0017   0.8228   0.0683   0.7792     7988
             conor   0.0987   0.0734   0.0014   0.8417   0.0639   0.8358     7988
     interp_clim_a   0.1071   0.0810   0.0023   0.7826   0.0881   0.8074     7988
     interp_clim_b   0.1081   0.0815   0.0026   0.7820   0.0886   0.8037     7988
     interp_clim_c   0.1075   0.0799  -0.0002   0.7931   0.0815   0.8052     7988
       whit_a_0p50   0.1366   0.1017   0.0018   0.8042   0.0791   0.7004     7988
       whit_a_0p20   0.1377   0.1024   0.0019   0.8230   0.0717   0.7012     7988
       whit_a_0p10   0.1397   0.1039   0.0018   0.8318   0.0682   0.6968     7988
       whit_a_0p05   0.1421   0.1058   0.0018   0.8371   0.0660   0.6906     7988
       whit_a_0p01   0.1457   0.1089   0.0017   0.8419   0.0641   0.6801     7988

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1320   0.0982  -0.0206   0.7612   0.0838   0.7622     7988
        climo_mean   0.1171   0.0855   0.0057   0.8072   0.0900   0.8086     7988
      climo_median   0.1200   0.0822   0.0019   0.8298   0.0763   0.7996     7988
             conor   0.1002   0.0741   0.0026   0.8495   0.0683   0.8597     7988
     interp_clim_a   0.1086   0.0808  -0.0075   0.7842   0.0869   0.8394     7988
     interp_clim_b   0.1088   0.0810  -0.0074   0.7840   0.0870   0.8386     7988
     interp_clim_c   0.1089   0.0796  -0.0093   0.7955   0.0801   0.8375     7988
       whit_a_0p50   0.1344   0.0992  -0.0089   0.8075   0.0752   0.7523     7988
       whit_a_0p20   0.1356   0.1001  -0.0060   0.8296   0.0685   0.7513     7988
       whit_a_0p10   0.1378   0.1018  -0.0049   0.8399   0.0651   0.7464     7988
       whit_a_0p05   0.1402   0.1038  -0.0043   0.8462   0.0629   0.7405     7988
       whit_a_0p01   0.1439   0.1068  -0.0039   0.8519   0.0609   0.7306     7988

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1319   0.0983   0.0282   0.7988   0.0962   0.6428     7940
        climo_mean   0.1071   0.0792   0.0054   0.7325   0.0958   0.7281     7940
      climo_median   0.1093   0.0759  -0.0019   0.7487   0.0831   0.7174     7940
             conor   0.0948   0.0707   0.0017   0.7865   0.0739   0.7865     7940
     interp_clim_a   0.1040   0.0785   0.0168   0.7657   0.0960   0.7496     7940
     interp_clim_b   0.1060   0.0797   0.0177   0.7652   0.0971   0.7409     7940
     interp_clim_c   0.1039   0.0772   0.0132   0.7738   0.0897   0.7482     7940
       whit_a_0p50   0.1341   0.0998   0.0151   0.8009   0.0824   0.6264     7940
       whit_a_0p20   0.1358   0.1009   0.0109   0.8063   0.0764   0.6201     7940
       whit_a_0p10   0.1382   0.1027   0.0091   0.8094   0.0736   0.6116     7940
       whit_a_0p05   0.1408   0.1047   0.0081   0.8114   0.0719   0.6025     7940
       whit_a_0p01   0.1448   0.1079   0.0072   0.8132   0.0704   0.5886     7940

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1449   0.1077   0.0013   0.7286   0.1080   0.6623     7988
        climo_mean   0.1133   0.0831   0.0056   0.7914   0.0876   0.7901     7988
      climo_median   0.1171   0.0801   0.0006   0.8115   0.0747   0.7769     7988
             conor   0.1020   0.0752   0.0038   0.8252   0.0725   0.8298     7988
     interp_clim_a   0.1122   0.0845   0.0035   0.7600   0.0978   0.7953     7988
     interp_clim_b   0.1133   0.0852   0.0038   0.7590   0.0985   0.7910     7988
     interp_clim_c   0.1126   0.0834   0.0009   0.7701   0.0913   0.7930     7988
       whit_a_0p50   0.1503   0.1110   0.0027   0.7808   0.0888   0.6543     7988
       whit_a_0p20   0.1530   0.1130   0.0026   0.8000   0.0812   0.6508     7988
       whit_a_0p10   0.1559   0.1153   0.0025   0.8088   0.0776   0.6439     7988
       whit_a_0p05   0.1588   0.1176   0.0024   0.8138   0.0755   0.6364     7988
       whit_a_0p01   0.1630   0.1210   0.0023   0.8181   0.0738   0.6246     7988

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1490   0.1108  -0.0255   0.7092   0.1003   0.6893     7988
        climo_mean   0.1167   0.0864   0.0059   0.8049   0.0903   0.8037     7988
      climo_median   0.1209   0.0835   0.0023   0.8256   0.0778   0.7903     7988
             conor   0.1035   0.0776   0.0041   0.8345   0.0757   0.8456     7988
     interp_clim_a   0.1148   0.0866  -0.0098   0.7570   0.0953   0.8151     7988
     interp_clim_b   0.1154   0.0869  -0.0098   0.7560   0.0958   0.8128     7988
     interp_clim_c   0.1152   0.0857  -0.0116   0.7674   0.0891   0.8126     7988
       whit_a_0p50   0.1539   0.1140  -0.0102   0.7662   0.0909   0.6721     7988
       whit_a_0p20   0.1557   0.1157  -0.0056   0.7898   0.0854   0.6711     7988
       whit_a_0p10   0.1580   0.1177  -0.0036   0.8009   0.0826   0.6664     7988
       whit_a_0p05   0.1605   0.1198  -0.0024   0.8075   0.0809   0.6605     7988
       whit_a_0p01   0.1643   0.1232  -0.0013   0.8133   0.0795   0.6505     7988

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1430   0.1067   0.0314   0.7834   0.1065   0.6287     7940
        climo_mean   0.1089   0.0796   0.0058   0.7529   0.0915   0.7510     7940
      climo_median   0.1132   0.0769  -0.0016   0.7626   0.0807   0.7317     7940
             conor   0.0990   0.0729   0.0027   0.7947   0.0739   0.7938     7940
     interp_clim_a   0.1098   0.0827   0.0186   0.7682   0.0990   0.7540     7940
     interp_clim_b   0.1118   0.0839   0.0193   0.7663   0.1003   0.7455     7940
     interp_clim_c   0.1104   0.0818   0.0149   0.7730   0.0936   0.7491     7940
       whit_a_0p50   0.1477   0.1098   0.0167   0.7982   0.0866   0.6070     7940
       whit_a_0p20   0.1504   0.1116   0.0113   0.8017   0.0801   0.5969     7940
       whit_a_0p10   0.1535   0.1140   0.0088   0.8031   0.0771   0.5863     7940
       whit_a_0p05   0.1565   0.1165   0.0073   0.8036   0.0754   0.5758     7940
       whit_a_0p01   0.1610   0.1202   0.0059   0.8034   0.0741   0.5606     7940

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1691   0.1256   0.0013   0.6638   0.1325   0.5523     7988
        climo_mean   0.1136   0.0834   0.0062   0.7877   0.0891   0.7883     7988
      climo_median   0.1175   0.0804   0.0012   0.8061   0.0769   0.7742     7988
             conor   0.1062   0.0785   0.0049   0.8095   0.0793   0.8149     7988
     interp_clim_a   0.1222   0.0919   0.0037   0.7257   0.1108   0.7558     7988
     interp_clim_b   0.1236   0.0928   0.0042   0.7244   0.1118   0.7498     7988
     interp_clim_c   0.1222   0.0909   0.0012   0.7350   0.1047   0.7548     7988
       whit_a_0p50   0.1812   0.1333   0.0005   0.7109   0.1133   0.5254     7988
       whit_a_0p20   0.1869   0.1375   0.0001   0.7270   0.1067   0.5139     7988
       whit_a_0p10   0.1914   0.1409  -0.0001   0.7338   0.1038   0.5030     7988
       whit_a_0p05   0.1953   0.1440  -0.0002   0.7373   0.1023   0.4933     7988
       whit_a_0p01   0.2006   0.1485  -0.0003   0.7399   0.1013   0.4794     7988

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1746   0.1288  -0.0344   0.6346   0.1174   0.5539     7988
        climo_mean   0.1159   0.0844   0.0082   0.7984   0.0919   0.7914     7988
      climo_median   0.1211   0.0821   0.0043   0.8160   0.0807   0.7736     7988
             conor   0.1085   0.0794   0.0065   0.8167   0.0827   0.8167     7988
     interp_clim_a   0.1249   0.0929  -0.0131   0.7165   0.1046   0.7615     7988
     interp_clim_b   0.1260   0.0936  -0.0127   0.7153   0.1055   0.7568     7988
     interp_clim_c   0.1257   0.0923  -0.0151   0.7253   0.0990   0.7583     7988
       whit_a_0p50   0.1907   0.1389  -0.0250   0.6733   0.1107   0.5009     7988
       whit_a_0p20   0.1965   0.1436  -0.0204   0.6888   0.1088   0.4870     7988
       whit_a_0p10   0.2009   0.1473  -0.0181   0.6959   0.1082   0.4760     7988
       whit_a_0p05   0.2046   0.1506  -0.0165   0.7000   0.1081   0.4667     7988
       whit_a_0p01   0.2096   0.1550  -0.0149   0.7030   0.1084   0.4538     7988

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1589   0.1196   0.0376   0.7427   0.1317   0.6020     7940
        climo_mean   0.1078   0.0797   0.0036   0.7837   0.0827   0.7901     7940
      climo_median   0.1113   0.0766  -0.0031   0.7990   0.0704   0.7768     7940
             conor   0.0997   0.0742   0.0021   0.8111   0.0712   0.8204     7940
     interp_clim_a   0.1149   0.0878   0.0206   0.7632   0.1072   0.7690     7940
     interp_clim_b   0.1169   0.0889   0.0214   0.7622   0.1084   0.7615     7940
     interp_clim_c   0.1148   0.0866   0.0173   0.7708   0.1011   0.7671     7940
       whit_a_0p50   0.1669   0.1247   0.0269   0.7936   0.1024   0.5846     7940
       whit_a_0p20   0.1715   0.1284   0.0220   0.8067   0.0927   0.5728     7940
       whit_a_0p10   0.1755   0.1316   0.0194   0.8114   0.0884   0.5615     7940
       whit_a_0p05   0.1792   0.1347   0.0176   0.8134   0.0859   0.5506     7940
       whit_a_0p01   0.1845   0.1392   0.0159   0.8140   0.0839   0.5350     7940

