MGRS: 
NLCD: 42

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
             conor   0.1347   0.1017   0.0017   0.7186   0.1703   0.6566    10561
     interp_clim_a   0.1364   0.1034   0.0185   0.6275   0.2417   0.6488    10561
     interp_clim_b   0.1409   0.1063   0.0215   0.6220   0.2480   0.6264    10561
     interp_clim_c   0.1375   0.1022   0.0158   0.6310   0.2369   0.6407    10561
       whit_a_0p50   0.1613   0.1205   0.0217   0.6258   0.2459   0.5267    10561
       whit_a_0p20   0.1616   0.1201   0.0142   0.6450   0.2270   0.5273    10561
       whit_a_0p10   0.1632   0.1211   0.0112   0.6568   0.2168   0.5235    10561
       whit_a_0p05   0.1652   0.1226   0.0095   0.6654   0.2100   0.5179    10561
       whit_a_0p01   0.1685   0.1250   0.0081   0.6748   0.2029   0.5085    10561

Randomly drop a two month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1434   0.1075   0.0029   0.7513   0.1949   0.7256    12551
        climo_mean   0.1095   0.0821  -0.0006   0.8344   0.1272   0.8394    12551
      climo_median   0.1127   0.0794  -0.0002   0.8483   0.1169   0.8302    12551
             conor   0.1036   0.0777   0.0002   0.8635   0.1055   0.8563    12551
     interp_clim_a   0.1118   0.0842   0.0011   0.7929   0.1610   0.8348    12551
     interp_clim_b   0.1142   0.0854   0.0020   0.7892   0.1648   0.8274    12551
     interp_clim_c   0.1122   0.0835   0.0013   0.7998   0.1559   0.8329    12551
       whit_a_0p50   0.1440   0.1076   0.0023   0.7867   0.1670   0.7273    12551
       whit_a_0p20   0.1448   0.1078   0.0019   0.8075   0.1506   0.7279    12551
       whit_a_0p10   0.1467   0.1090   0.0017   0.8179   0.1423   0.7241    12551
       whit_a_0p05   0.1488   0.1105   0.0014   0.8246   0.1369   0.7190    12551
       whit_a_0p01   0.1522   0.1132   0.0011   0.8313   0.1313   0.7105    12551

Randomly drop a two month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1133   0.0877  -0.0265   0.8357   0.1141   0.8369    12551
        climo_mean   0.0898   0.0681   0.0015   0.8892   0.0963   0.8916    12551
      climo_median   0.0921   0.0658   0.0036   0.9014   0.0880   0.8864    12551
             conor   0.0811   0.0624   0.0013   0.9167   0.0725   0.9116    12551
     interp_clim_a   0.0878   0.0681  -0.0125   0.8624   0.1052   0.9000    12551
     interp_clim_b   0.0882   0.0683  -0.0128   0.8622   0.1051   0.8992    12551
     interp_clim_c   0.0880   0.0674  -0.0114   0.8685   0.1010   0.8987    12551
       whit_a_0p50   0.1141   0.0877  -0.0133   0.8702   0.0978   0.8294    12551
       whit_a_0p20   0.1140   0.0874  -0.0095   0.8875   0.0867   0.8305    12551
       whit_a_0p10   0.1153   0.0883  -0.0080   0.8954   0.0815   0.8278    12551
       whit_a_0p05   0.1170   0.0896  -0.0072   0.9000   0.0784   0.8238    12551
       whit_a_0p01   0.1200   0.0918  -0.0064   0.9043   0.0755   0.8166    12551

Randomly drop a two month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1700   0.1279   0.0424   0.6747   0.2593   0.5535    12471
        climo_mean   0.1309   0.0989  -0.0010   0.6936   0.2033   0.7014    12471
      climo_median   0.1351   0.0954  -0.0037   0.7047   0.1931   0.6825    12471
             conor   0.1266   0.0952  -0.0014   0.7404   0.1717   0.7211    12471
     interp_clim_a   0.1348   0.1018   0.0207   0.6841   0.2313   0.6906    12471
     interp_clim_b   0.1388   0.1042   0.0231   0.6780   0.2378   0.6731    12471
     interp_clim_c   0.1355   0.1007   0.0193   0.6897   0.2262   0.6861    12471
       whit_a_0p50   0.1700   0.1277   0.0240   0.6749   0.2407   0.5395    12471
       whit_a_0p20   0.1718   0.1288   0.0179   0.6907   0.2242   0.5354    12471
       whit_a_0p10   0.1744   0.1308   0.0153   0.7000   0.2154   0.5288    12471
       whit_a_0p05   0.1771   0.1330   0.0137   0.7064   0.2094   0.5214    12471
       whit_a_0p01   0.1812   0.1364   0.0121   0.7134   0.2033   0.5103    12471

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1587   0.1203   0.0053   0.7067   0.2301   0.6617    12551
        climo_mean   0.1098   0.0821   0.0000   0.8386   0.1237   0.8365    12551
      climo_median   0.1133   0.0797  -0.0001   0.8510   0.1141   0.8266    12551
             conor   0.1049   0.0781  -0.0004   0.8594   0.1073   0.8509    12551
     interp_clim_a   0.1174   0.0889   0.0027   0.7727   0.1769   0.8154    12551
     interp_clim_b   0.1205   0.0905   0.0039   0.7672   0.1823   0.8050    12551
     interp_clim_c   0.1179   0.0883   0.0026   0.7789   0.1721   0.8131    12551
       whit_a_0p50   0.1597   0.1200   0.0044   0.7608   0.1877   0.6674    12551
       whit_a_0p20   0.1620   0.1212   0.0033   0.7834   0.1693   0.6652    12551
       whit_a_0p10   0.1649   0.1232   0.0027   0.7943   0.1604   0.6589    12551
       whit_a_0p05   0.1679   0.1254   0.0023   0.8011   0.1547   0.6517    12551
       whit_a_0p01   0.1723   0.1289   0.0017   0.8075   0.1492   0.6406    12551

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1374   0.1061  -0.0357   0.7767   0.1526   0.7722    12551
        climo_mean   0.0936   0.0708  -0.0000   0.8819   0.0995   0.8867    12551
      climo_median   0.0958   0.0685   0.0017   0.8949   0.0903   0.8816    12551
             conor   0.0869   0.0660   0.0000   0.9037   0.0813   0.9022    12551
     interp_clim_a   0.0994   0.0768  -0.0178   0.8293   0.1261   0.8792    12551
     interp_clim_b   0.1000   0.0771  -0.0179   0.8284   0.1268   0.8776    12551
     interp_clim_c   0.0992   0.0760  -0.0170   0.8358   0.1215   0.8784    12551
       whit_a_0p50   0.1390   0.1051  -0.0175   0.8323   0.1239   0.7609    12551
       whit_a_0p20   0.1403   0.1058  -0.0133   0.8546   0.1093   0.7597    12551
       whit_a_0p10   0.1425   0.1077  -0.0118   0.8648   0.1022   0.7550    12551
       whit_a_0p05   0.1450   0.1097  -0.0110   0.8711   0.0978   0.7493    12551
       whit_a_0p01   0.1489   0.1128  -0.0104   0.8768   0.0935   0.7399    12551

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1831   0.1386   0.0498   0.6529   0.2875   0.5238    12471
        climo_mean   0.1278   0.0968  -0.0004   0.7263   0.1871   0.7327    12471
      climo_median   0.1318   0.0933  -0.0026   0.7403   0.1753   0.7164    12471
             conor   0.1234   0.0932  -0.0013   0.7600   0.1631   0.7509    12471
     interp_clim_a   0.1384   0.1054   0.0247   0.6896   0.2373   0.6968    12471
     interp_clim_b   0.1438   0.1086   0.0275   0.6802   0.2465   0.6739    12471
     interp_clim_c   0.1388   0.1044   0.0236   0.6966   0.2314   0.6936    12471
       whit_a_0p50   0.1831   0.1378   0.0282   0.6623   0.2594   0.5099    12471
       whit_a_0p20   0.1856   0.1393   0.0216   0.6780   0.2421   0.5039    12471
       whit_a_0p10   0.1886   0.1417   0.0186   0.6873   0.2327   0.4965    12471
       whit_a_0p05   0.1918   0.1442   0.0167   0.6939   0.2263   0.4888    12471
       whit_a_0p01   0.1963   0.1480   0.0148   0.7008   0.2197   0.4774    12471

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1761   0.1349   0.0039   0.6596   0.2661   0.5927    12551
        climo_mean   0.1108   0.0827  -0.0003   0.8336   0.1278   0.8358    12551
      climo_median   0.1137   0.0798  -0.0004   0.8473   0.1172   0.8275    12551
             conor   0.1068   0.0796  -0.0004   0.8513   0.1141   0.8474    12551
     interp_clim_a   0.1252   0.0956   0.0018   0.7466   0.1969   0.7932    12551
     interp_clim_b   0.1285   0.0974   0.0031   0.7407   0.2028   0.7815    12551
     interp_clim_c   0.1253   0.0947   0.0017   0.7535   0.1916   0.7920    12551
       whit_a_0p50   0.1788   0.1349   0.0040   0.7250   0.2158   0.5991    12551
       whit_a_0p20   0.1825   0.1371   0.0032   0.7478   0.1975   0.5942    12551
       whit_a_0p10   0.1863   0.1397   0.0027   0.7585   0.1887   0.5864    12551
       whit_a_0p05   0.1899   0.1425   0.0022   0.7650   0.1832   0.5782    12551
       whit_a_0p01   0.1950   0.1466   0.0015   0.7712   0.1777   0.5659    12551

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1645   0.1260  -0.0390   0.7054   0.2044   0.6733    12551
        climo_mean   0.0958   0.0722   0.0002   0.8814   0.0982   0.8821    12551
      climo_median   0.0979   0.0695   0.0014   0.8957   0.0876   0.8772    12551
             conor   0.0917   0.0687  -0.0002   0.8954   0.0863   0.8921    12551
     interp_clim_a   0.1115   0.0856  -0.0194   0.7934   0.1513   0.8486    12551
     interp_clim_b   0.1132   0.0863  -0.0192   0.7906   0.1539   0.8434    12551
     interp_clim_c   0.1112   0.0848  -0.0188   0.8006   0.1460   0.8483    12551
       whit_a_0p50   0.1683   0.1251  -0.0200   0.7804   0.1614   0.6623    12551
       whit_a_0p20   0.1718   0.1273  -0.0155   0.8053   0.1454   0.6571    12551
       whit_a_0p10   0.1756   0.1301  -0.0138   0.8160   0.1382   0.6491    12551
       whit_a_0p05   0.1792   0.1329  -0.0131   0.8220   0.1340   0.6408    12551
       whit_a_0p01   0.1844   0.1370  -0.0127   0.8270   0.1303   0.6281    12551

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1870   0.1426   0.0463   0.6545   0.2914   0.5201    12471
        climo_mean   0.1231   0.0924  -0.0022   0.7549   0.1717   0.7628    12471
      climo_median   0.1268   0.0889  -0.0038   0.7694   0.1598   0.7490    12471
             conor   0.1186   0.0893  -0.0029   0.7803   0.1530   0.7797    12471
     interp_clim_a   0.1369   0.1040   0.0221   0.7047   0.2316   0.7142    12471
     interp_clim_b   0.1420   0.1071   0.0245   0.6954   0.2407   0.6935    12471
     interp_clim_c   0.1370   0.1031   0.0213   0.7120   0.2256   0.7128    12471
       whit_a_0p50   0.1875   0.1426   0.0252   0.6798   0.2524   0.5131    12471
       whit_a_0p20   0.1906   0.1446   0.0184   0.6955   0.2345   0.5064    12471
       whit_a_0p10   0.1941   0.1472   0.0152   0.7046   0.2248   0.4985    12471
       whit_a_0p05   0.1976   0.1498   0.0132   0.7111   0.2182   0.4904    12471
       whit_a_0p01   0.2026   0.1536   0.0111   0.7179   0.2113   0.4785    12471

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2082   0.1603   0.0019   0.5868   0.3202   0.4554    12551
        climo_mean   0.1102   0.0823  -0.0002   0.8308   0.1301   0.8368    12551
      climo_median   0.1132   0.0796  -0.0001   0.8451   0.1192   0.8282    12551
             conor   0.1077   0.0806  -0.0005   0.8428   0.1206   0.8441    12551
     interp_clim_a   0.1374   0.1055   0.0008   0.7088   0.2252   0.7484    12551
     interp_clim_b   0.1415   0.1078   0.0025   0.7018   0.2322   0.7323    12551
     interp_clim_c   0.1372   0.1047   0.0009   0.7159   0.2197   0.7485    12551
       whit_a_0p50   0.2164   0.1631   0.0002   0.6539   0.2668   0.4564    12551
       whit_a_0p20   0.2220   0.1669  -0.0015   0.6778   0.2468   0.4515    12551
       whit_a_0p10   0.2273   0.1710  -0.0029   0.6886   0.2370   0.4426    12551
       whit_a_0p05   0.2323   0.1748  -0.0041   0.6952   0.2307   0.4334    12551
       whit_a_0p01   0.2390   0.1801  -0.0058   0.7008   0.2247   0.4202    12551

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2111   0.1635  -0.0249   0.5664   0.3177   0.4643    12551
        climo_mean   0.1033   0.0774   0.0006   0.8641   0.1079   0.8645    12551
      climo_median   0.1060   0.0750   0.0009   0.8775   0.0978   0.8577    12551
             conor   0.1006   0.0755   0.0007   0.8742   0.1002   0.8716    12551
     interp_clim_a   0.1345   0.1043  -0.0121   0.7152   0.2128   0.7770    12551
     interp_clim_b   0.1374   0.1058  -0.0110   0.7095   0.2185   0.7658    12551
     interp_clim_c   0.1341   0.1035  -0.0120   0.7219   0.2077   0.7774    12551
       whit_a_0p50   0.2251   0.1692  -0.0187   0.6354   0.2693   0.4437    12551
       whit_a_0p20   0.2305   0.1725  -0.0159   0.6649   0.2489   0.4413    12551
       whit_a_0p10   0.2358   0.1763  -0.0147   0.6785   0.2393   0.4341    12551
       whit_a_0p05   0.2405   0.1799  -0.0141   0.6868   0.2334   0.4264    12551
       whit_a_0p01   0.2471   0.1852  -0.0138   0.6943   0.2277   0.4148    12551

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2025   0.1557   0.0271   0.6291   0.3060   0.4740    12471
        climo_mean   0.1134   0.0848  -0.0003   0.8133   0.1401   0.8158    12471
      climo_median   0.1170   0.0818  -0.0006   0.8264   0.1300   0.8045    12471
             conor   0.1107   0.0826  -0.0004   0.8276   0.1292   0.8244    12471
     interp_clim_a   0.1370   0.1048   0.0134   0.7212   0.2230   0.7339    12471
     interp_clim_b   0.1421   0.1077   0.0155   0.7125   0.2318   0.7142    12471
     interp_clim_c   0.1370   0.1040   0.0132   0.7278   0.2180   0.7337    12471
       whit_a_0p50   0.2040   0.1554   0.0185   0.6884   0.2528   0.4896    12471
       whit_a_0p20   0.2092   0.1590   0.0135   0.7066   0.2341   0.4814    12471
       whit_a_0p10   0.2143   0.1629   0.0104   0.7151   0.2247   0.4706    12471
       whit_a_0p05   0.2192   0.1666   0.0080   0.7202   0.2184   0.4601    12471
       whit_a_0p01   0.2259   0.1720   0.0052   0.7251   0.2120   0.4453    12471

