MGRS: 
NLCD: 81

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
       whit_a_0p10   0.1547   0.1177   0.0153   0.7534   0.1459   0.5801    12516
       whit_a_0p05   0.1569   0.1193   0.0133   0.7601   0.1403   0.5739    12516
       whit_a_0p01   0.1605   0.1219   0.0112   0.7672   0.1345   0.5635    12516

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1575   0.1215   0.0063   0.6806   0.2085   0.6485    12544
        climo_mean   0.1242   0.0939   0.0017   0.7754   0.1439   0.7802    12544
      climo_median   0.1278   0.0907   0.0021   0.7988   0.1295   0.7685    12544
             conor   0.1103   0.0839   0.0009   0.8209   0.1143   0.8267    12544
     interp_clim_a   0.1223   0.0949   0.0040   0.7280   0.1762   0.7923    12544
     interp_clim_b   0.1240   0.0958   0.0052   0.7249   0.1794   0.7862    12544
     interp_clim_c   0.1224   0.0936   0.0042   0.7397   0.1690   0.7898    12544
       whit_a_0p50   0.1564   0.1187   0.0052   0.7504   0.1633   0.6633    12544
       whit_a_0p20   0.1580   0.1195   0.0045   0.7782   0.1450   0.6642    12544
       whit_a_0p10   0.1603   0.1212   0.0042   0.7912   0.1364   0.6601    12544
       whit_a_0p05   0.1627   0.1230   0.0039   0.7993   0.1309   0.6548    12544
       whit_a_0p01   0.1663   0.1259   0.0035   0.8072   0.1256   0.6460    12544

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1476   0.1148  -0.0440   0.7362   0.1470   0.7080    12544
        climo_mean   0.1204   0.0900   0.0006   0.7912   0.1519   0.7862    12544
      climo_median   0.1244   0.0873   0.0056   0.8139   0.1404   0.7740    12544
             conor   0.1021   0.0779  -0.0001   0.8420   0.1143   0.8460    12544
     interp_clim_a   0.1141   0.0891  -0.0217   0.7637   0.1494   0.8186    12544
     interp_clim_b   0.1142   0.0893  -0.0218   0.7633   0.1497   0.8180    12544
     interp_clim_c   0.1139   0.0878  -0.0192   0.7750   0.1437   0.8161    12544
       whit_a_0p50   0.1480   0.1128  -0.0230   0.7955   0.1251   0.6982    12544
       whit_a_0p20   0.1489   0.1130  -0.0180   0.8212   0.1115   0.6990    12544
       whit_a_0p10   0.1506   0.1142  -0.0160   0.8333   0.1047   0.6960    12544
       whit_a_0p05   0.1525   0.1156  -0.0150   0.8407   0.1004   0.6919    12544
       whit_a_0p01   0.1555   0.1178  -0.0141   0.8476   0.0963   0.6846    12544

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1687   0.1303   0.0594   0.6859   0.2292   0.5637    12516
        climo_mean   0.1287   0.0983   0.0013   0.6839   0.1722   0.6930    12516
      climo_median   0.1327   0.0947  -0.0018   0.7023   0.1592   0.6747    12516
             conor   0.1178   0.0900   0.0001   0.7406   0.1404   0.7426    12516
     interp_clim_a   0.1304   0.1010   0.0303   0.6849   0.2007   0.7020    12516
     interp_clim_b   0.1337   0.1031   0.0329   0.6810   0.2054   0.6884    12516
     interp_clim_c   0.1309   0.1001   0.0288   0.6941   0.1942   0.6977    12516
       whit_a_0p50   0.1653   0.1266   0.0357   0.7201   0.1871   0.5613    12516
       whit_a_0p20   0.1674   0.1274   0.0291   0.7384   0.1706   0.5559    12516
       whit_a_0p10   0.1704   0.1293   0.0263   0.7477   0.1627   0.5474    12516
       whit_a_0p05   0.1735   0.1316   0.0245   0.7537   0.1578   0.5385    12516
       whit_a_0p01   0.1781   0.1351   0.0227   0.7595   0.1528   0.5253    12516

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1769   0.1374   0.0087   0.6236   0.2458   0.5550    12544
        climo_mean   0.1252   0.0943   0.0026   0.7726   0.1458   0.7724    12544
      climo_median   0.1291   0.0912   0.0037   0.7944   0.1332   0.7597    12544
             conor   0.1140   0.0865   0.0015   0.8095   0.1215   0.8112    12544
     interp_clim_a   0.1302   0.1012   0.0056   0.6981   0.1958   0.7590    12544
     interp_clim_b   0.1323   0.1025   0.0070   0.6940   0.1998   0.7505    12544
     interp_clim_c   0.1302   0.1000   0.0062   0.7090   0.1895   0.7573    12544
       whit_a_0p50   0.1745   0.1332   0.0076   0.7122   0.1889   0.5857    12544
       whit_a_0p20   0.1767   0.1344   0.0066   0.7419   0.1692   0.5874    12544
       whit_a_0p10   0.1798   0.1366   0.0059   0.7554   0.1600   0.5824    12544
       whit_a_0p05   0.1829   0.1390   0.0054   0.7634   0.1544   0.5755    12544
       whit_a_0p01   0.1876   0.1428   0.0048   0.7708   0.1491   0.5644    12544

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1703   0.1330  -0.0484   0.6613   0.1907   0.6273    12544
        climo_mean   0.1199   0.0900   0.0024   0.7948   0.1473   0.7982    12544
      climo_median   0.1234   0.0869   0.0069   0.8174   0.1358   0.7880    12544
             conor   0.1073   0.0814   0.0018   0.8300   0.1218   0.8383    12544
     interp_clim_a   0.1237   0.0973  -0.0230   0.7280   0.1690   0.7988    12544
     interp_clim_b   0.1243   0.0976  -0.0228   0.7266   0.1701   0.7964    12544
     interp_clim_c   0.1231   0.0956  -0.0207   0.7393   0.1633   0.7974    12544
       whit_a_0p50   0.1694   0.1292  -0.0249   0.7440   0.1558   0.6273    12544
       whit_a_0p20   0.1721   0.1306  -0.0199   0.7728   0.1405   0.6245    12544
       whit_a_0p10   0.1756   0.1329  -0.0180   0.7859   0.1331   0.6175    12544
       whit_a_0p05   0.1790   0.1353  -0.0171   0.7936   0.1286   0.6097    12544
       whit_a_0p01   0.1839   0.1390  -0.0163   0.8003   0.1246   0.5974    12544

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1814   0.1406   0.0616   0.6533   0.2558   0.5256    12516
        climo_mean   0.1273   0.0971  -0.0001   0.7155   0.1592   0.7186    12516
      climo_median   0.1318   0.0938  -0.0025   0.7352   0.1458   0.7001    12516
             conor   0.1174   0.0894  -0.0009   0.7588   0.1342   0.7608    12516
     interp_clim_a   0.1338   0.1038   0.0307   0.6844   0.2075   0.7060    12516
     interp_clim_b   0.1373   0.1060   0.0336   0.6794   0.2132   0.6924    12516
     interp_clim_c   0.1344   0.1029   0.0295   0.6942   0.2008   0.7018    12516
       whit_a_0p50   0.1779   0.1363   0.0365   0.7042   0.2021   0.5304    12516
       whit_a_0p20   0.1798   0.1372   0.0292   0.7233   0.1842   0.5267    12516
       whit_a_0p10   0.1828   0.1392   0.0259   0.7325   0.1758   0.5192    12516
       whit_a_0p05   0.1859   0.1415   0.0239   0.7381   0.1706   0.5108    12516
       whit_a_0p01   0.1907   0.1451   0.0219   0.7430   0.1658   0.4977    12516

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2104   0.1652   0.0034   0.5402   0.2959   0.4062    12544
        climo_mean   0.1231   0.0932  -0.0002   0.7838   0.1373   0.7816    12544
      climo_median   0.1267   0.0899   0.0009   0.8074   0.1234   0.7702    12544
             conor   0.1150   0.0875  -0.0007   0.8104   0.1199   0.8094    12544
     interp_clim_a   0.1420   0.1121   0.0016   0.6620   0.2166   0.7130    12544
     interp_clim_b   0.1450   0.1140   0.0035   0.6562   0.2222   0.6996    12544
     interp_clim_c   0.1416   0.1109   0.0021   0.6738   0.2096   0.7134    12544
       whit_a_0p50   0.2102   0.1618   0.0027   0.6355   0.2346   0.4448    12544
       whit_a_0p20   0.2134   0.1634   0.0023   0.6684   0.2133   0.4499    12544
       whit_a_0p10   0.2176   0.1662   0.0020   0.6833   0.2035   0.4451    12544
       whit_a_0p05   0.2216   0.1691   0.0017   0.6921   0.1976   0.4385    12544
       whit_a_0p01   0.2275   0.1735   0.0014   0.7000   0.1922   0.4276    12544

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2121   0.1663  -0.0458   0.5335   0.2665   0.4308    12544
        climo_mean   0.1212   0.0912   0.0013   0.7949   0.1386   0.7969    12544
      climo_median   0.1255   0.0880   0.0040   0.8172   0.1264   0.7838    12544
             conor   0.1128   0.0854   0.0010   0.8186   0.1225   0.8239    12544
     interp_clim_a   0.1409   0.1118  -0.0222   0.6642   0.2026   0.7397    12544
     interp_clim_b   0.1423   0.1127  -0.0215   0.6607   0.2057   0.7332    12544
     interp_clim_c   0.1403   0.1103  -0.0209   0.6754   0.1964   0.7394    12544
       whit_a_0p50   0.2158   0.1640  -0.0355   0.6287   0.2131   0.4469    12544
       whit_a_0p20   0.2197   0.1660  -0.0309   0.6641   0.1940   0.4486    12544
       whit_a_0p10   0.2243   0.1694  -0.0286   0.6794   0.1860   0.4423    12544
       whit_a_0p05   0.2286   0.1727  -0.0272   0.6878   0.1818   0.4348    12544
       whit_a_0p01   0.2346   0.1775  -0.0259   0.6943   0.1789   0.4226    12544

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2133   0.1671   0.0475   0.5613   0.3133   0.4010    12516
        climo_mean   0.1256   0.0954   0.0010   0.7602   0.1463   0.7582    12516
      climo_median   0.1297   0.0921   0.0003   0.7837   0.1313   0.7442    12516
             conor   0.1175   0.0891   0.0001   0.7869   0.1293   0.7884    12516
     interp_clim_a   0.1447   0.1134   0.0243   0.6608   0.2298   0.6892    12516
     interp_clim_b   0.1483   0.1158   0.0270   0.6543   0.2365   0.6746    12516
     interp_clim_c   0.1444   0.1123   0.0239   0.6725   0.2223   0.6895    12516
       whit_a_0p50   0.2115   0.1637   0.0351   0.6425   0.2517   0.4334    12516
       whit_a_0p20   0.2143   0.1652   0.0288   0.6675   0.2302   0.4339    12516
       whit_a_0p10   0.2180   0.1680   0.0253   0.6796   0.2194   0.4285    12516
       whit_a_0p05   0.2216   0.1709   0.0229   0.6873   0.2123   0.4217    12516
       whit_a_0p01   0.2270   0.1751   0.0202   0.6946   0.2053   0.4112    12516

