MGRS: 19T
NLCD: 

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2124   0.1650   0.0815   0.6528   0.3176   0.4921     2391
        climo_mean   0.1567   0.1194  -0.0073   0.6497   0.2310   0.6433     2391
      climo_median   0.1620   0.1150  -0.0097   0.6691   0.2153   0.6229     2391
             conor   0.1515   0.1168  -0.0094   0.6969   0.1967   0.6683     2391
     interp_clim_a   0.1637   0.1269   0.0371   0.6513   0.2743   0.6308     2391
     interp_clim_b   0.1693   0.1311   0.0420   0.6458   0.2829   0.6104     2391
     interp_clim_c   0.1646   0.1264   0.0359   0.6610   0.2665   0.6261     2391
       whit_a_0p50   0.2091   0.1616   0.0503   0.6803   0.2677   0.4818     2391
       whit_a_0p20   0.2097   0.1624   0.0358   0.7041   0.2370   0.4813     2391
       whit_a_0p10   0.2124   0.1646   0.0289   0.7161   0.2219   0.4763     2391
       whit_a_0p05   0.2153   0.1669   0.0244   0.7232   0.2126   0.4700     2391
       whit_a_0p01   0.2198   0.1705   0.0197   0.7292   0.2038   0.4599     2391

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2017   0.1556   0.0171   0.6107   0.3392   0.5523     2455
        climo_mean   0.1332   0.0990  -0.0012   0.7997   0.1645   0.8006     2455
      climo_median   0.1380   0.0960   0.0008   0.8168   0.1523   0.7871     2455
             conor   0.1268   0.0950  -0.0002   0.8246   0.1449   0.8194     2455
     interp_clim_a   0.1452   0.1118   0.0080   0.7052   0.2519   0.7690     2455
     interp_clim_b   0.1494   0.1143   0.0110   0.6971   0.2616   0.7552     2455
     interp_clim_c   0.1456   0.1107   0.0089   0.7137   0.2458   0.7665     2455
       whit_a_0p50   0.1996   0.1518   0.0156   0.6852   0.2761   0.5758     2455
       whit_a_0p20   0.2009   0.1519   0.0139   0.7148   0.2499   0.5800     2455
       whit_a_0p10   0.2037   0.1537   0.0131   0.7276   0.2385   0.5758     2455
       whit_a_0p05   0.2067   0.1561   0.0125   0.7351   0.2317   0.5699     2455
       whit_a_0p01   0.2112   0.1596   0.0119   0.7412   0.2260   0.5596     2455

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1750   0.1347  -0.0499   0.6903   0.2398   0.6130     2455
        climo_mean   0.1144   0.0840  -0.0037   0.8086   0.1753   0.8158     2455
      climo_median   0.1168   0.0800   0.0010   0.8260   0.1637   0.8083     2455
             conor   0.1074   0.0796  -0.0022   0.8395   0.1479   0.8376     2455
     interp_clim_a   0.1249   0.0955  -0.0268   0.7495   0.2075   0.7925     2455
     interp_clim_b   0.1262   0.0962  -0.0265   0.7466   0.2104   0.7877     2455
     interp_clim_c   0.1243   0.0939  -0.0245   0.7581   0.2018   0.7922     2455
       whit_a_0p50   0.1750   0.1318  -0.0211   0.7368   0.2251   0.6040     2455
       whit_a_0p20   0.1768   0.1321  -0.0149   0.7595   0.2101   0.6030     2455
       whit_a_0p10   0.1803   0.1339  -0.0128   0.7685   0.2037   0.5949     2455
       whit_a_0p05   0.1836   0.1361  -0.0120   0.7730   0.2004   0.5862     2455
       whit_a_0p01   0.1885   0.1394  -0.0116   0.7761   0.1979   0.5731     2455

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2330   0.1798   0.1058   0.6085   0.3755   0.4727     2391
        climo_mean   0.1544   0.1184  -0.0054   0.6773   0.2169   0.6871     2391
      climo_median   0.1583   0.1129  -0.0088   0.7040   0.1951   0.6732     2391
             conor   0.1501   0.1153  -0.0065   0.7083   0.1944   0.7045     2391
     interp_clim_a   0.1705   0.1321   0.0502   0.6429   0.2962   0.6512     2391
     interp_clim_b   0.1780   0.1371   0.0565   0.6314   0.3105   0.6255     2391
     interp_clim_c   0.1703   0.1305   0.0485   0.6562   0.2853   0.6497     2391
       whit_a_0p50   0.2273   0.1741   0.0674   0.6357   0.3184   0.4535     2391
       whit_a_0p20   0.2291   0.1752   0.0537   0.6537   0.2922   0.4455     2391
       whit_a_0p10   0.2322   0.1775   0.0477   0.6636   0.2794   0.4378     2391
       whit_a_0p05   0.2354   0.1799   0.0441   0.6703   0.2712   0.4307     2391
       whit_a_0p01   0.2400   0.1837   0.0404   0.6768   0.2631   0.4206     2391

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2271   0.1731   0.0212   0.5373   0.4026   0.4438     2455
        climo_mean   0.1341   0.0991  -0.0032   0.7913   0.1688   0.7975     2455
      climo_median   0.1376   0.0952  -0.0014   0.8130   0.1527   0.7876     2455
             conor   0.1294   0.0959  -0.0021   0.8136   0.1515   0.8114     2455
     interp_clim_a   0.1566   0.1191   0.0090   0.6643   0.2857   0.7307     2455
     interp_clim_b   0.1625   0.1225   0.0127   0.6527   0.2989   0.7089     2455
     interp_clim_c   0.1563   0.1179   0.0099   0.6752   0.2776   0.7302     2455
       whit_a_0p50   0.2294   0.1701   0.0219   0.6141   0.3399   0.4624     2455
       whit_a_0p20   0.2309   0.1705   0.0205   0.6468   0.3116   0.4704     2455
       whit_a_0p10   0.2339   0.1732   0.0195   0.6624   0.2978   0.4684     2455
       whit_a_0p05   0.2370   0.1760   0.0186   0.6720   0.2890   0.4643     2455
       whit_a_0p01   0.2416   0.1798   0.0174   0.6810   0.2803   0.4565     2455

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2095   0.1626  -0.0551   0.6127   0.2995   0.4914     2455
        climo_mean   0.1161   0.0845  -0.0020   0.8164   0.1662   0.8226     2455
      climo_median   0.1183   0.0808   0.0018   0.8342   0.1535   0.8159     2455
             conor   0.1113   0.0821  -0.0013   0.8374   0.1476   0.8366     2455
     interp_clim_a   0.1391   0.1074  -0.0285   0.7145   0.2328   0.7584     2455
     interp_clim_b   0.1421   0.1089  -0.0273   0.7080   0.2400   0.7456     2455
     interp_clim_c   0.1382   0.1060  -0.0266   0.7235   0.2265   0.7592     2455
       whit_a_0p50   0.2138   0.1595  -0.0196   0.6693   0.2831   0.4787     2455
       whit_a_0p20   0.2155   0.1591  -0.0117   0.6944   0.2681   0.4827     2455
       whit_a_0p10   0.2185   0.1609  -0.0092   0.7054   0.2606   0.4790     2455
       whit_a_0p05   0.2216   0.1632  -0.0083   0.7115   0.2559   0.4734     2455
       whit_a_0p01   0.2259   0.1666  -0.0081   0.7173   0.2508   0.4650     2455

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2339   0.1829   0.1067   0.6111   0.3836   0.4908     2391
        climo_mean   0.1466   0.1127  -0.0004   0.7206   0.1985   0.7332     2391
      climo_median   0.1501   0.1073  -0.0017   0.7449   0.1800   0.7209     2391
             conor   0.1400   0.1079  -0.0016   0.7555   0.1725   0.7563     2391
     interp_clim_a   0.1665   0.1298   0.0531   0.6658   0.2911   0.6914     2391
     interp_clim_b   0.1748   0.1357   0.0598   0.6550   0.3055   0.6647     2391
     interp_clim_c   0.1669   0.1289   0.0525   0.6780   0.2818   0.6882     2391
       whit_a_0p50   0.2295   0.1787   0.0702   0.6521   0.3179   0.4738     2391
       whit_a_0p20   0.2313   0.1796   0.0555   0.6717   0.2893   0.4651     2391
       whit_a_0p10   0.2346   0.1817   0.0492   0.6828   0.2750   0.4572     2391
       whit_a_0p05   0.2381   0.1842   0.0455   0.6909   0.2655   0.4500     2391
       whit_a_0p01   0.2433   0.1879   0.0420   0.7000   0.2556   0.4400     2391

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2546   0.1961   0.0155   0.4664   0.4578   0.3258     2455
        climo_mean   0.1298   0.0973   0.0001   0.7923   0.1723   0.8086     2455
      climo_median   0.1322   0.0928   0.0031   0.8155   0.1560   0.8015     2455
             conor   0.1274   0.0954   0.0015   0.8053   0.1629   0.8155     2455
     interp_clim_a   0.1675   0.1290   0.0078   0.6293   0.3150   0.6864     2455
     interp_clim_b   0.1738   0.1327   0.0118   0.6148   0.3311   0.6611     2455
     interp_clim_c   0.1667   0.1275   0.0093   0.6409   0.3069   0.6879     2455
       whit_a_0p50   0.2681   0.2009   0.0160   0.5400   0.3973   0.3260     2455
       whit_a_0p20   0.2714   0.2034   0.0155   0.5667   0.3746   0.3316     2455
       whit_a_0p10   0.2756   0.2065   0.0143   0.5776   0.3644   0.3281     2455
       whit_a_0p05   0.2799   0.2100   0.0133   0.5834   0.3586   0.3224     2455
       whit_a_0p01   0.2862   0.2153   0.0119   0.5888   0.3528   0.3130     2455

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2641   0.2080  -0.0780   0.5056   0.3608   0.3286     2455
        climo_mean   0.1190   0.0886  -0.0007   0.8111   0.1670   0.8298     2455
      climo_median   0.1220   0.0852   0.0024   0.8319   0.1516   0.8210     2455
             conor   0.1148   0.0858  -0.0011   0.8274   0.1521   0.8414     2455
     interp_clim_a   0.1636   0.1292  -0.0394   0.6583   0.2639   0.6986     2455
     interp_clim_b   0.1674   0.1316  -0.0377   0.6491   0.2737   0.6809     2455
     interp_clim_c   0.1622   0.1275  -0.0378   0.6688   0.2562   0.7019     2455
       whit_a_0p50   0.2925   0.2185  -0.0667   0.5527   0.3303   0.2822     2455
       whit_a_0p20   0.2951   0.2174  -0.0585   0.5803   0.3140   0.2882     2455
       whit_a_0p10   0.2986   0.2190  -0.0551   0.5936   0.3057   0.2877     2455
       whit_a_0p05   0.3021   0.2216  -0.0530   0.6013   0.3008   0.2851     2455
       whit_a_0p01   0.3073   0.2260  -0.0513   0.6082   0.2965   0.2797     2455

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2453   0.1886   0.0952   0.5288   0.4575   0.4421     2391
        climo_mean   0.1403   0.1059   0.0012   0.7734   0.1754   0.7785     2391
      climo_median   0.1465   0.1031   0.0018   0.7918   0.1619   0.7600     2391
             conor   0.1356   0.1030   0.0003   0.7933   0.1592   0.7930     2391
     interp_clim_a   0.1681   0.1302   0.0482   0.6511   0.3164   0.7135     2391
     interp_clim_b   0.1768   0.1357   0.0546   0.6348   0.3354   0.6856     2391
     interp_clim_c   0.1691   0.1297   0.0485   0.6603   0.3097   0.7080     2391
       whit_a_0p50   0.2448   0.1855   0.0803   0.6191   0.3732   0.4565     2391
       whit_a_0p20   0.2469   0.1876   0.0673   0.6488   0.3373   0.4513     2391
       whit_a_0p10   0.2508   0.1911   0.0600   0.6616   0.3202   0.4419     2391
       whit_a_0p05   0.2548   0.1945   0.0548   0.6684   0.3098   0.4323     2391
       whit_a_0p01   0.2607   0.1993   0.0491   0.6739   0.2998   0.4184     2391

