MGRS: 16S
NLCD: 

Randomly drop one datapoint during the year
            method     rmse      mae      mbe        m        b       r2        n
       whit_a_0p50   0.1246   0.0965   0.0080   0.7769   0.1492   0.7403     8448
       whit_a_0p20   0.1245   0.0962   0.0030   0.7947   0.1329   0.7419     8448
       whit_a_0p10   0.1255   0.0970   0.0009   0.8041   0.1248   0.7393     8448
       whit_a_0p05   0.1269   0.0981  -0.0004   0.8104   0.1196   0.7352     8448
       whit_a_0p01   0.1294   0.1000  -0.0017   0.8168   0.1142   0.7276     8448

Randomly drop one datapoint during the winter
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1353   0.1038   0.0262   0.7325   0.1773   0.6510     8432
        climo_mean   0.1360   0.1038   0.0048   0.6186   0.2203   0.6232     8432
      climo_median   0.1397   0.0999   0.0012   0.6374   0.2061   0.6037     8432
             conor   0.1211   0.0924   0.0034   0.7640   0.1367   0.7058     8432
     interp_clim_a   0.1225   0.0941   0.0155   0.6755   0.1988   0.6995     8432
     interp_clim_b   0.1226   0.0941   0.0157   0.6769   0.1983   0.6991     8432
     interp_clim_c   0.1235   0.0930   0.0137   0.6850   0.1917   0.6927     8432
       whit_a_0p50   0.1345   0.1024   0.0086   0.7303   0.1610   0.6442     8432
       whit_a_0p20   0.1352   0.1027   0.0024   0.7418   0.1483   0.6425     8432
       whit_a_0p10   0.1368   0.1039   0.0004   0.7486   0.1424   0.6377     8432
       whit_a_0p05   0.1386   0.1053  -0.0005   0.7538   0.1386   0.6318     8432
       whit_a_0p01   0.1415   0.1077  -0.0012   0.7597   0.1345   0.6221     8432

Randomly drop a two month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1346   0.1034   0.0025   0.7656   0.1831   0.7912     8448
        climo_mean   0.1200   0.0876   0.0001   0.8231   0.1364   0.8334     8448
      climo_median   0.1238   0.0839   0.0049   0.8432   0.1257   0.8232     8448
             conor   0.1015   0.0762   0.0000   0.8776   0.0944   0.8806     8448
     interp_clim_a   0.1108   0.0846   0.0013   0.7944   0.1597   0.8632     8448
     interp_clim_b   0.1111   0.0847   0.0014   0.7939   0.1602   0.8626     8448
     interp_clim_c   0.1113   0.0833   0.0037   0.8044   0.1544   0.8603     8448
       whit_a_0p50   0.1317   0.0998   0.0019   0.8186   0.1416   0.7995     8448
       whit_a_0p20   0.1321   0.0999   0.0019   0.8431   0.1228   0.8002     8448
       whit_a_0p10   0.1337   0.1011   0.0020   0.8545   0.1141   0.7971     8448
       whit_a_0p05   0.1357   0.1027   0.0020   0.8615   0.1088   0.7927     8448
       whit_a_0p01   0.1390   0.1053   0.0021   0.8681   0.1038   0.7849     8448

Randomly drop a two month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1189   0.0924  -0.0427   0.8282   0.1148   0.8245     8448
        climo_mean   0.1107   0.0785   0.0003   0.8187   0.1664   0.8254     8448
      climo_median   0.1152   0.0749   0.0094   0.8331   0.1624   0.8127     8448
             conor   0.0876   0.0653   0.0015   0.8846   0.1073   0.8907     8448
     interp_clim_a   0.0981   0.0750  -0.0212   0.8234   0.1406   0.8720     8448
     interp_clim_b   0.0981   0.0750  -0.0214   0.8234   0.1405   0.8720     8448
     interp_clim_c   0.0980   0.0732  -0.0166   0.8306   0.1386   0.8686     8448
       whit_a_0p50   0.1175   0.0893  -0.0212   0.8545   0.1122   0.8118     8448
       whit_a_0p20   0.1161   0.0883  -0.0154   0.8734   0.1005   0.8154     8448
       whit_a_0p10   0.1164   0.0886  -0.0132   0.8831   0.0939   0.8150     8448
       whit_a_0p05   0.1174   0.0895  -0.0120   0.8896   0.0892   0.8129     8448
       whit_a_0p01   0.1195   0.0913  -0.0109   0.8963   0.0841   0.8077     8448

Randomly drop a two month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1513   0.1171   0.0447   0.7375   0.2091   0.6549     8448
        climo_mean   0.1316   0.0994   0.0002   0.6978   0.1895   0.7055     8448
      climo_median   0.1350   0.0956  -0.0001   0.7207   0.1748   0.6912     8448
             conor   0.1170   0.0894  -0.0009   0.7729   0.1414   0.7673     8448
     interp_clim_a   0.1247   0.0962   0.0225   0.7176   0.1993   0.7453     8448
     interp_clim_b   0.1249   0.0964   0.0228   0.7178   0.1995   0.7443     8448
     interp_clim_c   0.1253   0.0952   0.0223   0.7291   0.1920   0.7417     8448
       whit_a_0p50   0.1491   0.1148   0.0217   0.7492   0.1788   0.6461     8448
       whit_a_0p20   0.1506   0.1155   0.0157   0.7688   0.1605   0.6430     8448
       whit_a_0p10   0.1527   0.1170   0.0134   0.7794   0.1515   0.6377     8448
       whit_a_0p05   0.1550   0.1187   0.0121   0.7867   0.1457   0.6318     8448
       whit_a_0p01   0.1585   0.1214   0.0110   0.7944   0.1397   0.6224     8448

Randomly drop a three month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1566   0.1216   0.0026   0.7013   0.2331   0.7128     8448
        climo_mean   0.1188   0.0867  -0.0014   0.8276   0.1316   0.8347     8448
      climo_median   0.1229   0.0831   0.0026   0.8509   0.1177   0.8240     8448
             conor   0.1060   0.0788  -0.0006   0.8640   0.1043   0.8683     8448
     interp_clim_a   0.1188   0.0916   0.0006   0.7645   0.1823   0.8417     8448
     interp_clim_b   0.1193   0.0920   0.0008   0.7634   0.1834   0.8405     8448
     interp_clim_c   0.1188   0.0901   0.0026   0.7761   0.1754   0.8397     8448
       whit_a_0p50   0.1499   0.1137   0.0020   0.7817   0.1704   0.7392     8448
       whit_a_0p20   0.1517   0.1145   0.0018   0.8091   0.1491   0.7374     8448
       whit_a_0p10   0.1544   0.1165   0.0016   0.8217   0.1392   0.7317     8448
       whit_a_0p05   0.1573   0.1188   0.0015   0.8295   0.1330   0.7251     8448
       whit_a_0p01   0.1615   0.1221   0.0012   0.8370   0.1270   0.7150     8448

Randomly drop a three month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1453   0.1132  -0.0632   0.7783   0.1373   0.7652     8448
        climo_mean   0.1125   0.0794  -0.0011   0.8264   0.1560   0.8264     8448
      climo_median   0.1169   0.0759   0.0077   0.8412   0.1513   0.8140     8448
             conor   0.0964   0.0709  -0.0010   0.8714   0.1154   0.8724     8448
     interp_clim_a   0.1094   0.0842  -0.0321   0.8024   0.1467   0.8529     8448
     interp_clim_b   0.1095   0.0843  -0.0324   0.8022   0.1466   0.8527     8448
     interp_clim_c   0.1087   0.0822  -0.0278   0.8098   0.1443   0.8504     8448
       whit_a_0p50   0.1397   0.1049  -0.0313   0.8267   0.1255   0.7526     8448
       whit_a_0p20   0.1405   0.1052  -0.0237   0.8465   0.1152   0.7494     8448
       whit_a_0p10   0.1422   0.1067  -0.0207   0.8561   0.1095   0.7448     8448
       whit_a_0p05   0.1443   0.1085  -0.0190   0.8623   0.1056   0.7396     8448
       whit_a_0p01   0.1476   0.1112  -0.0176   0.8685   0.1014   0.7311     8448

Randomly drop a three month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1669   0.1293   0.0651   0.7169   0.2469   0.6322     8448
        climo_mean   0.1254   0.0946   0.0004   0.7362   0.1698   0.7476     8448
      climo_median   0.1294   0.0912   0.0005   0.7592   0.1551   0.7320     8448
             conor   0.1135   0.0869   0.0005   0.7834   0.1396   0.7931     8448
     interp_clim_a   0.1270   0.0986   0.0328   0.7265   0.2083   0.7597     8448
     interp_clim_b   0.1276   0.0990   0.0333   0.7260   0.2093   0.7579     8448
     interp_clim_c   0.1277   0.0978   0.0328   0.7380   0.2010   0.7561     8448
       whit_a_0p50   0.1603   0.1231   0.0328   0.7453   0.1963   0.6271     8448
       whit_a_0p20   0.1632   0.1250   0.0254   0.7653   0.1761   0.6177     8448
       whit_a_0p10   0.1669   0.1279   0.0225   0.7755   0.1666   0.6074     8448
       whit_a_0p05   0.1705   0.1308   0.0207   0.7820   0.1607   0.5972     8448
       whit_a_0p01   0.1758   0.1349   0.0191   0.7881   0.1551   0.5823     8448

Randomly drop a four month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1806   0.1415   0.0032   0.6360   0.2838   0.6195     8448
        climo_mean   0.1202   0.0876   0.0010   0.8253   0.1356   0.8313     8448
      climo_median   0.1234   0.0834   0.0055   0.8478   0.1228   0.8234     8448
             conor   0.1094   0.0812   0.0009   0.8551   0.1125   0.8603     8448
     interp_clim_a   0.1287   0.1000   0.0021   0.7306   0.2097   0.8154     8448
     interp_clim_b   0.1293   0.1004   0.0024   0.7293   0.2110   0.8138     8448
     interp_clim_c   0.1283   0.0982   0.0043   0.7419   0.2033   0.8147     8448
       whit_a_0p50   0.1697   0.1289   0.0029   0.7417   0.2020   0.6712     8448
       whit_a_0p20   0.1727   0.1304   0.0024   0.7717   0.1784   0.6678     8448
       whit_a_0p10   0.1766   0.1333   0.0020   0.7844   0.1682   0.6595     8448
       whit_a_0p05   0.1804   0.1363   0.0016   0.7915   0.1623   0.6505     8448
       whit_a_0p01   0.1860   0.1408   0.0010   0.7978   0.1568   0.6367     8448

Randomly drop a four month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1728   0.1376  -0.0777   0.7055   0.1828   0.6928     8448
        climo_mean   0.1141   0.0809  -0.0031   0.8310   0.1464   0.8321     8448
      climo_median   0.1181   0.0773   0.0052   0.8484   0.1393   0.8214     8448
             conor   0.1023   0.0741  -0.0023   0.8614   0.1203   0.8652     8448
     interp_clim_a   0.1208   0.0950  -0.0404   0.7682   0.1646   0.8388     8448
     interp_clim_b   0.1211   0.0953  -0.0406   0.7677   0.1648   0.8382     8448
     interp_clim_c   0.1196   0.0929  -0.0363   0.7769   0.1611   0.8367     8448
       whit_a_0p50   0.1621   0.1225  -0.0405   0.7781   0.1558   0.6927     8448
       whit_a_0p20   0.1646   0.1236  -0.0312   0.8003   0.1455   0.6830     8448
       whit_a_0p10   0.1681   0.1261  -0.0275   0.8103   0.1403   0.6733     8448
       whit_a_0p05   0.1715   0.1288  -0.0256   0.8163   0.1369   0.6642     8448
       whit_a_0p01   0.1763   0.1328  -0.0242   0.8220   0.1333   0.6515     8448

Randomly drop a four month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.1833   0.1437   0.0784   0.6912   0.2835   0.6079     8448
        climo_mean   0.1249   0.0937   0.0008   0.7645   0.1573   0.7708     8448
      climo_median   0.1287   0.0897   0.0012   0.7878   0.1422   0.7574     8448
             conor   0.1154   0.0878   0.0006   0.7993   0.1339   0.8042     8448
     interp_clim_a   0.1328   0.1034   0.0396   0.7278   0.2204   0.7654     8448
     interp_clim_b   0.1336   0.1040   0.0403   0.7269   0.2218   0.7632     8448
     interp_clim_c   0.1330   0.1025   0.0398   0.7395   0.2129   0.7637     8448
       whit_a_0p50   0.1709   0.1318   0.0408   0.7487   0.2077   0.6211     8448
       whit_a_0p20   0.1733   0.1332   0.0313   0.7711   0.1834   0.6134     8448
       whit_a_0p10   0.1772   0.1362   0.0273   0.7819   0.1722   0.6026     8448
       whit_a_0p05   0.1813   0.1394   0.0249   0.7884   0.1655   0.5913     8448
       whit_a_0p01   0.1875   0.1443   0.0227   0.7939   0.1596   0.5745     8448

Randomly drop a six month gap during the year
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2300   0.1820   0.0028   0.5214   0.3718   0.4068     8448
        climo_mean   0.1202   0.0879   0.0012   0.8234   0.1373   0.8292     8448
      climo_median   0.1243   0.0845   0.0049   0.8468   0.1230   0.8186     8448
             conor   0.1128   0.0837   0.0007   0.8432   0.1215   0.8496     8448
     interp_clim_a   0.1482   0.1168   0.0020   0.6724   0.2545   0.7478     8448
     interp_clim_b   0.1493   0.1176   0.0025   0.6700   0.2569   0.7437     8448
     interp_clim_c   0.1476   0.1155   0.0039   0.6841   0.2474   0.7481     8448
       whit_a_0p50   0.2140   0.1639   0.0023   0.6344   0.2842   0.4969     8448
       whit_a_0p20   0.2144   0.1632   0.0018   0.6693   0.2568   0.5077     8448
       whit_a_0p10   0.2174   0.1653   0.0013   0.6844   0.2446   0.5049     8448
       whit_a_0p05   0.2210   0.1681   0.0008   0.6928   0.2376   0.4983     8448
       whit_a_0p01   0.2268   0.1727   0.0001   0.6997   0.2316   0.4859     8448

Randomly drop a six month gap during the growing season (Apr-Sept)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2289   0.1825  -0.0693   0.5491   0.3018   0.4568     8448
        climo_mean   0.1183   0.0855  -0.0003   0.8299   0.1397   0.8348     8448
      climo_median   0.1225   0.0821   0.0059   0.8512   0.1284   0.8243     8448
             conor   0.1104   0.0811  -0.0008   0.8509   0.1218   0.8563     8448
     interp_clim_a   0.1461   0.1166  -0.0348   0.6895   0.2207   0.7709     8448
     interp_clim_b   0.1467   0.1171  -0.0348   0.6879   0.2221   0.7686     8448
     interp_clim_c   0.1447   0.1145  -0.0317   0.7002   0.2151   0.7713     8448
       whit_a_0p50   0.2129   0.1627  -0.0467   0.6574   0.2353   0.5245     8448
       whit_a_0p20   0.2133   0.1613  -0.0378   0.6920   0.2156   0.5296     8448
       whit_a_0p10   0.2164   0.1632  -0.0335   0.7076   0.2071   0.5245     8448
       whit_a_0p05   0.2200   0.1657  -0.0309   0.7165   0.2024   0.5170     8448
       whit_a_0p01   0.2257   0.1700  -0.0285   0.7245   0.1982   0.5045     8448

Randomly drop a six month gap during the the non-growing season (Oct-Mar)
            method     rmse      mae      mbe        m        b       r2        n
       interpolate   0.2256   0.1781   0.0753   0.5830   0.3760   0.4629     8448
        climo_mean   0.1220   0.0900   0.0013   0.8079   0.1398   0.8131     8448
      climo_median   0.1260   0.0862   0.0036   0.8294   0.1266   0.8017     8448
             conor   0.1135   0.0849   0.0011   0.8303   0.1235   0.8382     8448
     interp_clim_a   0.1463   0.1152   0.0383   0.6955   0.2579   0.7542     8448
     interp_clim_b   0.1475   0.1161   0.0391   0.6931   0.2605   0.7500     8448
     interp_clim_c   0.1463   0.1145   0.0394   0.7062   0.2513   0.7538     8448
       whit_a_0p50   0.2083   0.1617   0.0527   0.6874   0.2782   0.5340     8448
       whit_a_0p20   0.2089   0.1614   0.0434   0.7186   0.2463   0.5369     8448
       whit_a_0p10   0.2117   0.1634   0.0383   0.7318   0.2317   0.5311     8448
       whit_a_0p05   0.2150   0.1659   0.0347   0.7392   0.2228   0.5234     8448
       whit_a_0p01   0.2203   0.1701   0.0308   0.7456   0.2143   0.5104     8448

